,Timestamp,Data,AX,AY,AZ,fAX,fAY,fAZ
20,18:16:34:449,0001715675 [app] INFO: ACCEL: ,-672.0,-160.0,544.0,43.687302,-1.636219,-24.604391
21,18:16:34:542,0001715765 [app] INFO: ACCEL: ,-640.0,672.0,640.0,36.143238,3.630977,-18.620729
22,18:16:34:677,0001715855 [app] INFO: ACCEL: ,32.0,-480.0,-448.0,36.097408,-0.171375,-22.50255
23,18:16:34:769,0001715990 [app] INFO: ACCEL: ,-256.0,-224.0,576.0,32.901451,-1.934164,-17.094608
24,18:16:34:854,0001716080 [app] INFO: ACCEL: ,640.0,-640.0,672.0,39.51004,-6.942207,-10.850659
25,18:16:34:947,0001716170 [app] INFO: ACCEL: ,672.0,1632.0,-384.0,46.402687,5.982918,-14.247198
26,18:16:35:125,0001716350 [app] INFO: ACCEL: ,256.0,-1216.0,-2944.0,35.439465,-5.435409,-40.799149
27,18:16:35:214,0001716440 [app] INFO: ACCEL: ,512.0,-96.0,1344.0,40.675537,-6.175747,-27.718292
28,18:16:35:353,0001716530 [app] INFO: ACCEL: ,128.0,1920.0,1248.0,41.633511,9.470532,-15.453135
29,18:16:35:439,0001716665 [app] INFO: ACCEL: ,608.0,800.0,2336.0,47.789894,16.083574,7.504937
30,18:16:35:532,0001716755 [app] INFO: ACCEL: ,672.0,448.0,-3296.0,54.577278,19.722898,-25.923473
31,18:16:35:619,0001716845 [app] INFO: ACCEL: ,-512.0,-608.0,-416.0,48.407581,14.432978,-30.086569
32,18:16:35:712,0001716935 [app] INFO: ACCEL: ,-1056.0,-32.0,480.0,36.377434,14.040119,-24.658575
33,18:16:35:800,0001717025 [app] INFO: ACCEL: ,-864.0,480.0,800.0,26.463497,17.95302,-15.88788
34,18:16:35:938,0001717115 [app] INFO: ACCEL: ,960.0,1920.0,-3520.0,36.811649,33.938828,-53.365532
35,18:16:36:070,0001717250 [app] INFO: ACCEL: ,-1728.0,-992.0,320.0,17.106163,25.065697,-49.140759
36,18:16:36:206,0001717385 [app] INFO: ACCEL: ,128.0,-224.0,992.0,18.373434,22.886614,-37.405659
37,18:16:36:298,0001717520 [app] INFO: ACCEL: ,800.0,928.0,64.0,27.224133,30.775562,-36.252148
38,18:16:36:384,0001717610 [app] INFO: ACCEL: ,704.0,-64.0,-768.0,34.918869,29.941944,-44.498814
39,18:16:36:474,0001717700 [app] INFO: ACCEL: ,-480.0,320.0,-64.0,29.052755,32.475716,-44.719284
40,18:16:36:567,0001717790 [app] INFO: ACCEL: ,128.0,-192.0,-128.0,30.178642,30.520634,-45.650646
41,18:16:36:747,0001717880 [app] INFO: ACCEL: ,-544.0,96.0,128.0,23.70612,31.088522,-43.726955
42,18:16:36:835,0001718060 [app] INFO: ACCEL: ,96.0,576.0,1152.0,24.52113,35.779865,-30.580904
43,18:16:36:928,0001718150 [app] INFO: ACCEL: ,1184.0,1184.0,896.0,37.465359,45.686829,-20.266388
44,18:16:37:017,0001718240 [app] INFO: ACCEL: ,-1056.0,-672.0,2816.0,25.116076,39.407772,11.530937
45,18:16:37:153,0001718330 [app] INFO: ACCEL: ,768.0,1120.0,-2368.0,33.59166,48.913242,-16.329136
46,18:16:37:241,0001718465 [app] INFO: ACCEL: ,-160.0,-1280.0,288.0,31.375807,37.077137,-12.641639
47,18:16:37:378,0001718555 [app] INFO: ACCEL: ,960.0,1248.0,-224.0,41.924793,48.048683,-15.187183
48,18:16:37:464,0001718690 [app] INFO: ACCEL: ,480.0,-704.0,192.0,46.935688,41.133904,-12.711273
49,18:16:37:711,0001718780 [app] INFO: ACCEL: ,2208.0,-576.0,-1664.0,71.587006,35.427521,-32.291176
50,18:16:37:870,0001719005 [app] INFO: ACCEL: ,-928.0,-352.0,480.0,59.831757,31.834555,-26.092081
51,18:16:38:094,0001719184 [app] INFO: ACCEL: ,-320.0,-352.0,192.0,55.329597,28.280542,-23.458168
52,18:16:38:187,0001719410 [app] INFO: ACCEL: ,992.0,-128.0,832.0,66.384293,26.835875,-13.206034
53,18:16:38:283,0001719500 [app] INFO: ACCEL: ,-2880.0,-992.0,2176.0,31.380144,17.475058,13.157762
54,18:16:38:369,0001719590 [app] INFO: ACCEL: ,-864.0,192.0,512.0,20.2558,19.096027,19.350321
55,18:16:38:464,0001719680 [app] INFO: ACCEL: ,-1184.0,224.0,-1760.0,5.216206,20.988163,-2.682426
56,18:16:38:546,0001719770 [app] INFO: ACCEL: ,448.0,128.0,-608.0,10.807674,21.971272,-10.346213
57,18:16:38:642,0001719859 [app] INFO: ACCEL: ,-992.0,-1024.0,544.0,-1.807202,12.429306,-3.332667
58,18:16:38:725,0001719949 [app] INFO: ACCEL: ,-1088.0,-160.0,-768.0,-15.568487,10.838217,-12.990891
59,18:16:38:863,0001720040 [app] INFO: ACCEL: ,384.0,-512.0,-992.0,-10.462365,6.041511,-25.386536
60,18:16:38:952,0001720174 [app] INFO: ACCEL: ,-1088.0,-384.0,-64.0,-24.16584,2.458922,-25.878656
61,18:16:39:050,0001720265 [app] INFO: ACCEL: ,2048.0,-2048.0,-1536.0,2.409383,-16.347673,-44.897148
62,18:16:40:053,0001720444 [app] INFO: ACCEL: ,-864.0,864.0,2624.0,-23.285101,-8.83284,0.525643
63,18:16:41:131,0001721344 [app] INFO: ACCEL: ,-2848.0,3488.0,1024.0,-60.952705,24.243483,14.207317
64,18:16:41:355,0001722515 [app] INFO: ACCEL: ,-1248.0,-1472.0,1248.0,-77.443924,9.252521,30.8116
65,18:16:41:427,0001722649 [app] INFO: ACCEL: ,224.0,-992.0,-1248.0,-73.216766,-0.973765,13.416658
66,18:16:41:559,0001722740 [app] INFO: ACCEL: ,1664.0,416.0,-1248.0,-49.049809,3.325485,-3.938405
67,18:16:41:700,0001722874 [app] INFO: ACCEL: ,96.0,1856.0,-704.0,-46.991497,22.388786,-13.675768
68,18:16:41:831,0001723010 [app] INFO: ACCEL: ,-1152.0,2272.0,-864.0,-62.496815,46.140659,-25.50198
69,18:16:42:122,0001723145 [app] INFO: ACCEL: ,672.0,-224.0,-1344.0,-52.111633,43.192657,-43.891251
70,18:16:42:191,0001723415 [app] INFO: ACCEL: ,-1472.0,-736.0,832.0,-72.194481,34.73629,-31.529888
71,18:16:42:368,0001723505 [app] INFO: ACCEL: ,-1312.0,-960.0,544.0,-89.969666,23.891973,-23.38221
72,18:16:42:711,0001723729 [app] INFO: ACCEL: ,-1248.0,-448.0,960.0,-106.737747,18.702896,-9.499191
73,18:16:42:822,0001723999 [app] INFO: ACCEL: ,-448.0,-640.0,928.0,-111.719803,11.471494,3.804861
74,18:16:43:112,0001724134 [app] INFO: ACCEL: ,1472.0,-864.0,-1216.0,-88.778618,1.840855,-13.578643
75,18:16:43:179,0001724404 [app] INFO: ACCEL: ,1344.0,544.0,-256.0,-67.681801,7.842139,-17.066763
76,18:16:43:611,0001724494 [app] INFO: ACCEL: ,-736.0,960.0,-1600.0,-77.653343,18.378185,-39.6273
77,18:16:44:063,0001724899 [app] INFO: ACCEL: ,1056.0,480.0,672.0,-60.768047,23.525467,-29.315458
78,18:16:44:169,0001725349 [app] INFO: ACCEL: ,-1408.0,512.0,256.0,-80.981575,28.961283,-25.182983
79,18:16:44:511,0001725484 [app] INFO: ACCEL: ,1120.0,-32.0,-1696.0,-62.757626,28.28388,-49.171558
80,18:16:44:959,0001725799 [app] INFO: ACCEL: ,-1216.0,800.0,2592.0,-80.403313,36.775173,-10.556993
81,18:16:45:070,0001726249 [app] INFO: ACCEL: ,224.0,608.0,5536.0,-75.71167,43.086922,73.524338
82,18:16:45:177,0001726384 [app] INFO: ACCEL: ,-992.0,1120.0,896.0,-89.703064,54.989201,87.146103
83,18:16:45:248,0001726474 [app] INFO: ACCEL: ,-928.0,-3872.0,-2560.0,-102.538551,11.147443,43.320919
84,18:16:45:384,0001726564 [app] INFO: ACCEL: ,-2272.0,-4032.0,-608.0,-135.795181,-36.957073,32.161533
85,18:16:45:611,0001726699 [app] INFO: ACCEL: ,2368.0,0.0,-1472.0,-96.378494,-36.487843,6.499725
86,18:16:45:991,0001726924 [app] INFO: ACCEL: ,-512.0,1280.0,-2720.0,-103.137444,-19.970434,-40.587673
87,18:16:46:804,0001727284 [app] INFO: ACCEL: ,1696.0,2112.0,2368.0,-74.112114,7.133759,2.492989
88,18:16:47:340,0001728094 [app] INFO: ACCEL: ,-4672.0,384.0,8512.0,-149.695297,12.063883,159.092361
89,18:16:47:455,0001728634 [app] INFO: ACCEL: ,6336.0,1024.0,5536.0,-35.327797,25.228188,272.442352
90,18:16:47:543,0001728769 [app] INFO: ACCEL: ,-1152.0,3168.0,-192.0,-57.138702,66.393677,261.846008
91,18:16:47:680,0001728859 [app] INFO: ACCEL: ,-3488.0,960.0,-8064.0,-124.305862,78.663445,74.441101
92,18:16:47:904,0001729039 [app] INFO: ACCEL: ,9536.0,1952.0,11808.0,73.652985,104.484352,374.64563
93,18:16:48:043,0001729264 [app] INFO: ACCEL: ,1536.0,-2720.0,-2240.0,108.555656,64.664215,294.580231
94,18:16:48:220,0001729444 [app] INFO: ACCEL: ,-3008.0,2048.0,8128.0,33.831173,93.77166,539.118286
95,18:16:48:312,0001729534 [app] INFO: ACCEL: ,-2912.0,960.0,4544.0,-39.338703,106.79007,678.687195
96,18:16:48:539,0001729624 [app] INFO: ACCEL: ,1792.0,4800.0,2912.0,7.594458,177.464981,759.701965
97,18:16:48:633,0001729849 [app] INFO: ACCEL: ,-32.0,-160.0,3456.0,6.569796,171.996185,858.149841
98,18:16:48:855,0001729939 [app] INFO: ACCEL: ,1792.0,-4800.0,-384.0,51.644032,92.180756,812.121643
99,18:16:48:942,0001730164 [app] INFO: ACCEL: ,-2368.0,-5696.0,-3584.0,-10.010491,-8.204866,651.283203
100,18:16:49:038,0001730254 [app] INFO: ACCEL: ,1952.0,7328.0,3456.0,41.038757,131.0625,758.646545
101,18:16:49:257,0001730479 [app] INFO: ACCEL: ,1280.0,-1088.0,-2080.0,97.792648,119.24958,414.08902
102,18:16:49:348,0001730569 [app] INFO: ACCEL: ,5440.0,-2464.0,-7680.0,237.034592,64.494591,73.495308
103,18:16:49:440,0001730659 [app] INFO: ACCEL: ,320.0,-2784.0,-5280.0,239.360977,2.382588,-176.043213
104,18:16:49:532,0001730749 [app] INFO: ACCEL: ,-2880.0,256.0,4064.0,154.141296,8.096139,32.019203
105,18:16:49:624,0001730840 [app] INFO: ACCEL: ,-8704.0,-320.0,-3552.0,-95.705757,0.831709,-149.123001
106,18:16:49:713,0001730929 [app] INFO: ACCEL: ,2336.0,-704.0,1248.0,-17.562078,-14.534043,-77.336823
107,18:16:49:844,0001731020 [app] INFO: ACCEL: ,2816.0,8512.0,8000.0,74.811073,169.892532,327.882599
108,18:16:49:986,0001731154 [app] INFO: ACCEL: ,2976.0,2464.0,-8320.0,171.420761,226.541077,-148.297562
109,18:16:50:071,0001731289 [app] INFO: ACCEL: ,4160.0,288.0,1504.0,307.164734,228.088364,-48.05526
110,18:16:50:160,0001731379 [app] INFO: ACCEL: ,3424.0,2752.0,5248.0,417.642487,290.14386,264.290161
111,18:16:50:247,0001731469 [app] INFO: ACCEL: ,-4832.0,-1376.0,-864.0,227.14035,248.193954,195.204697
112,18:16:50:339,0001731559 [app] INFO: ACCEL: ,960.0,3584.0,288.0,255.394089,332.780426,200.67244
113,18:16:50:524,0001731649 [app] INFO: ACCEL: ,576.0,-832.0,256.0,267.463348,302.104187,203.756485
114,18:16:50:992,0001731829 [app] INFO: ACCEL: ,160.0,-1120.0,6624.0,263.540558,264.784241,543.090515
115,18:16:51:063,0001732279 [app] INFO: ACCEL: ,2400.0,1984.0,-2272.0,338.938416,309.965057,384.646881
116,18:16:51:195,0001732369 [app] INFO: ACCEL: ,-15424.0,14624.0,8032.0,-220.533813,688.773438,813.787903
117,18:16:51:292,0001732504 [app] INFO: ACCEL: ,10208.0,6304.0,3968.0,244.581787,873.625,1005.461487
118,18:16:51:422,0001732594 [app] INFO: ACCEL: ,-5088.0,6176.0,1440.0,-28.156908,1060.922363,1031.829712
119,18:16:51:597,0001732729 [app] INFO: ACCEL: ,-1152.0,8608.0,8288.0,-88.359474,1344.694336,1450.350586
120,18:16:51:731,0001732909 [app] INFO: ACCEL: ,-3072.0,-1152.0,3744.0,-243.294815,1241.130005,1592.456421
121,18:16:51:998,0001733044 [app] INFO: ACCEL: ,320.0,2048.0,1760.0,-213.91507,1274.804077,1602.652344
122,18:16:52:267,0001733314 [app] INFO: ACCEL: ,4096.0,2912.0,-4416.0,2.020049,1341.409302,1256.307129
123,18:16:52:449,0001733584 [app] INFO: ACCEL: ,-1408.0,2112.0,128.0,-70.753761,1372.47998,1187.968628
124,18:16:52:857,0001733764 [app] INFO: ACCEL: ,640.0,320.0,-1696.0,-34.936646,1331.084229,1019.769958
125,18:16:53:035,0001734169 [app] INFO: ACCEL: ,-832.0,-352.0,-64.0,-73.693314,1266.101929,956.800903
126,18:16:53:261,0001734394 [app] INFO: ACCEL: ,1344.0,-608.0,-352.0,-6.956783,1194.179321,883.462341
127,18:16:53:394,0001734574 [app] INFO: ACCEL: ,512.0,-32.0,0.0,17.005295,1147.227661,835.424011
128,18:16:53:532,0001734709 [app] INFO: ACCEL: ,-736.0,96.0,-32.0,-16.558653,1107.5448,789.941223
129,18:16:53:665,0001734889 [app] INFO: ACCEL: ,128.0,928.0,992.0,-10.301267,1100.88147,800.174011
130,18:16:53:763,0001734979 [app] INFO: ACCEL: ,320.0,-480.0,448.0,3.440968,1044.114868,783.133423
131,18:16:53:935,0001735069 [app] INFO: ACCEL: ,-320.0,-640.0,448.0,-9.560248,983.957764,767.561951
132,18:16:54:069,0001735249 [app] INFO: ACCEL: ,96.0,160.0,-224.0,-5.455697,954.617737,723.25415
133,18:16:54:159,0001735384 [app] INFO: ACCEL: ,32.0,0.0,-32.0,-4.050951,921.271851,690.336548
134,18:16:54:296,0001735474 [app] INFO: ACCEL: ,96.0,256.0,-160.0,-0.431648,898.403564,654.30896
135,18:16:54:563,0001735609 [app] INFO: ACCEL: ,32.0,-32.0,0.0,0.702781,867.086792,627.279968
136,18:16:54:655,0001735879 [app] INFO: ACCEL: ,-512.0,928.0,0.0,-16.635845,869.106018,602.082886
137,18:16:54:789,0001735969 [app] INFO: ACCEL: ,-736.0,256.0,160.0,-40.40089,849.411011,584.804932
138,18:16:54:880,0001736104 [app] INFO: ACCEL: ,192.0,-128.0,64.0,-32.865318,818.629211,565.049255
139,18:16:55:153,0001736284 [app] INFO: ACCEL: ,-320.0,-192.0,32.0,-38.701008,759.032898,515.411682
140,18:16:55:237,0001736464 [app] INFO: ACCEL: ,0.0,-96.0,96.0,-37.543964,733.060181,500.623688
141,18:16:55:376,0001736554 [app] INFO: ACCEL: ,512.0,288.0,-1248.0,-21.579222,719.721802,440.586517
142,18:16:55:511,0001736689 [app] INFO: ACCEL: ,864.0,480.0,-1216.0,3.688295,712.686157,383.740234
143,18:16:55:598,0001736824 [app] INFO: ACCEL: ,512.0,0.0,192.0,18.031916,692.271179,377.175354
144,18:16:55:689,0001736914 [app] INFO: ACCEL: ,-160.0,800.0,96.0,13.097758,695.312683,367.83255
145,18:16:55:784,0001737004 [app] INFO: ACCEL: ,-416.0,256.0,384.0,1.485932,683.224792,368.355316
146,18:16:55:916,0001737094 [app] INFO: ACCEL: ,-128.0,64.0,-64.0,-1.954268,666.501038,354.809113
147,18:16:56:004,0001737229 [app] INFO: ACCEL: ,224.0,352.0,64.0,3.908301,658.130798,345.900482
148,18:16:56:093,0001737319 [app] INFO: ACCEL: ,-352.0,-256.0,256.0,-5.132142,634.287354,343.213257
149,18:16:56:188,0001737409 [app] INFO: ACCEL: ,320.0,-352.0,-416.0,2.977872,608.769287,321.139679
150,18:16:56:273,0001737499 [app] INFO: ACCEL: ,192.0,-64.0,-320.0,7.607226,591.475708,302.758484
151,18:16:56:413,0001737589 [app] INFO: ACCEL: ,-224.0,288.0,-32.0,2.050087,583.77063,293.312347
152,18:16:56:546,0001737724 [app] INFO: ACCEL: ,224.0,-96.0,160.0,7.27425,566.839294,289.629974
153,18:16:56:634,0001737859 [app] INFO: ACCEL: ,-192.0,128.0,-32.0,2.671807,556.033142,280.96225
154,18:16:56:815,0001737949 [app] INFO: ACCEL: ,-864.0,192.0,96.0,-16.9692,547.209595,276.078033
155,18:16:56:993,0001738129 [app] INFO: ACCEL: ,-928.0,96.0,-32.0,-37.500023,536.455933,268.123505
156,18:16:57:086,0001738309 [app] INFO: ACCEL: ,-288.0,0.0,128.0,-43.119164,523.858154,264.575409
157,18:16:57:221,0001738399 [app] INFO: ACCEL: ,96.0,-320.0,96.0,-40.051994,504.293335,260.40094
158,18:16:57:359,0001738534 [app] INFO: ACCEL: ,-32.0,-64.0,-96.0,-39.877827,491.203705,251.760223
159,18:16:57:443,0001738669 [app] INFO: ACCEL: ,-160.0,-256.0,224.0,-42.421482,474.193817,251.098557
160,18:16:57:579,0001738759 [app] INFO: ACCEL: ,-512.0,0.0,-64.0,-52.181786,463.485046,243.758987
161,18:16:57:668,0001738894 [app] INFO: ACCEL: ,-352.0,288.0,160.0,-58.342846,459.573639,241.840668
162,18:16:57:762,0001738984 [app] INFO: ACCEL: ,-64.0,288.0,256.0,-58.457424,455.819946,242.158218
163,18:16:57:850,0001739074 [app] INFO: ACCEL: ,-288.0,192.0,-64.0,-63.014755,450.152679,235.440826
164,18:16:57:939,0001739164 [app] INFO: ACCEL: ,320.0,-192.0,-96.0,-55.524868,436.578613,228.282211
165,18:16:58:076,0001739254 [app] INFO: ACCEL: ,-576.0,-96.0,256.0,-65.582581,425.415192,228.872025
166,18:16:58:213,0001739389 [app] INFO: ACCEL: ,192.0,-224.0,-128.0,-60.649532,411.943146,221.432327
167,18:16:58:298,0001739524 [app] INFO: ACCEL: ,128.0,-192.0,-128.0,-57.086617,399.512878,214.246613
168,18:16:58:391,0001739614 [app] INFO: ACCEL: ,-32.0,416.0,-96.0,-56.619881,399.849304,207.952454
169,18:16:58:572,0001739704 [app] INFO: ACCEL: ,-32.0,96.0,0.0,-56.169975,393.771179,203.792343
170,18:16:58:661,0001739884 [app] INFO: ACCEL: ,128.0,32.0,-64.0,-52.863228,386.634033,198.518784
171,18:16:58:799,0001739974 [app] INFO: ACCEL: ,0.0,32.0,-288.0,-51.927444,379.724396,189.073593
172,18:16:58:884,0001740109 [app] INFO: ACCEL: ,-416.0,-32.0,128.0,-58.266735,371.800964,187.899399
173,18:16:58:978,0001740199 [app] INFO: ACCEL: ,-96.0,384.0,288.0,-58.91713,372.033142,189.789871
174,18:16:59:063,0001740289 [app] INFO: ACCEL: ,-32.0,32.0,32.0,-58.460693,365.68045,186.859375
175,18:16:59:154,0001740379 [app] INFO: ACCEL: ,896.0,1824.0,-544.0,-42.537224,392.604492,173.491959
176,18:16:59:244,0001740469 [app] INFO: ACCEL: ,-480.0,-128.0,-96.0,-49.850487,382.897003,168.582016
177,18:16:59:333,0001740559 [app] INFO: ACCEL: ,-64.0,-352.0,384.0,-50.085144,369.307068,172.45694
178,18:16:59:425,0001740649 [app] INFO: ACCEL: ,224.0,-160.0,-64.0,-45.61261,359.558044,168.261032
179,18:16:59:514,0001740739 [app] INFO: ACCEL: ,128.0,-224.0,32.0,-42.810043,348.894501,165.874222
180,18:16:59:738,0001740919 [app] INFO: ACCEL: ,-384.0,64.0,160.0,-46.498863,339.282257,164.588806
181,18:16:59:829,0001741054 [app] INFO: ACCEL: ,-128.0,256.0,96.0,-47.769016,337.80835,163.442749
182,18:16:59:921,0001741144 [app] INFO: ACCEL: ,640.0,-224.0,-288.0,-37.198044,328.022583,156.013489
183,18:17:00:057,0001741234 [app] INFO: ACCEL: ,-128.0,-160.0,-96.0,-38.591156,319.575317,151.897095
184,18:17:00:145,0001741369 [app] INFO: ACCEL: ,0.0,160.0,-64.0,-38.006981,316.834167,148.410095
185,18:17:00:236,0001741459 [app] INFO: ACCEL: ,32.0,0.0,32.0,-36.962257,311.466766,146.551956
186,18:17:00:324,0001741549 [app] INFO: ACCEL: ,-128.0,64.0,0.0,-38.302696,307.318634,144.244156
187,18:17:00:504,0001741639 [app] INFO: ACCEL: ,192.0,0.0,32.0,-34.954933,302.227539,142.498993
188,18:17:00:595,0001741819 [app] INFO: ACCEL: ,-512.0,160.0,160.0,-41.821106,299.895752,142.767517
189,18:17:00:730,0001741909 [app] INFO: ACCEL: ,-320.0,32.0,0.0,-45.805279,295.562408,140.609299
190,18:17:00:822,0001742044 [app] INFO: ACCEL: ,-384.0,192.0,512.0,-50.606815,293.905212,146.155563
191,18:17:00:954,0001742179 [app] INFO: ACCEL: ,32.0,0.0,-32.0,-49.442707,289.266815,143.514984
192,18:17:01:228,0001742314 [app] INFO: ACCEL: ,32.0,-32.0,-320.0,-48.309109,284.24649,136.721466
193,18:17:01:314,0001742539 [app] INFO: ACCEL: ,-864.0,-128.0,608.0,-59.524811,277.863434,143.591187
194,18:17:01:452,0001742629 [app] INFO: ACCEL: ,1184.0,-544.0,-576.0,-42.386967,265.230347,133.15654
195,18:17:01:632,0001742764 [app] INFO: ACCEL: ,512.0,-512.0,480.0,-34.66563,253.273758,138.184479
196,18:17:01:901,0001742944 [app] INFO: ACCEL: ,576.0,64.0,-1024.0,-26.185575,250.362274,121.464348
197,18:17:02:086,0001743214 [app] INFO: ACCEL: ,-192.0,256.0,-640.0,-28.483986,250.447998,110.41729
198,18:17:02:174,0001743394 [app] INFO: ACCEL: ,544.0,160.0,576.0,-20.631481,249.093109,117.175133
199,18:17:02:307,0001743529 [app] INFO: ACCEL: ,-352.0,-64.0,224.0,-25.165848,244.464035,118.717514
200,18:17:02:395,0001743619 [app] INFO: ACCEL: ,-96.0,-128.0,256.0,-26.128292,239.003906,120.67556
201,18:17:02:488,0001743709 [app] INFO: ACCEL: ,-256.0,0.0,-64.0,-29.214064,235.525513,118.071556
202,18:17:02:619,0001743799 [app] INFO: ACCEL: ,288.0,-96.0,256.0,-24.993164,230.747391,119.996346
203,18:17:02:710,0001743934 [app] INFO: ACCEL: ,64.0,-512.0,-1216.0,-23.817242,220.125641,101.559097
204,18:17:02:845,0001744024 [app] INFO: ACCEL: ,-192.0,640.0,928.0,-26.014418,226.132126,113.105431
205,18:17:02:936,0001744159 [app] INFO: ACCEL: ,-96.0,-768.0,-832.0,-26.919931,211.995132,99.870926
206,18:17:03:023,0001744249 [app] INFO: ACCEL: ,224.0,288.0,-96.0,-23.710428,213.08168,97.11557
207,18:17:03:117,0001744339 [app] INFO: ACCEL: ,-640.0,-384.0,-352.0,-31.532362,204.653595,90.861351
208,18:17:03:343,0001744474 [app] INFO: ACCEL: ,-352.0,288.0,-320.0,-35.597633,205.827347,85.168442
209,18:17:03:518,0001744654 [app] INFO: ACCEL: ,-64.0,-32.0,-320.0,-35.955669,202.519135,79.586266
210,18:17:03:609,0001744834 [app] INFO: ACCEL: ,160.0,704.0,224.0,-33.514874,209.431366,81.56456
211,18:17:03:699,0001744925 [app] INFO: ACCEL: ,-128.0,-320.0,-32.0,-34.681786,202.16188,80.025513
212,18:17:03:790,0001745014 [app] INFO: ACCEL: ,32.0,-192.0,704.0,-33.866779,196.767303,88.38736
213,18:17:03:878,0001745104 [app] INFO: ACCEL: ,416.0,352.0,384.0,-28.427589,198.879471,92.344589
214,18:17:04:024,0001745194 [app] INFO: ACCEL: ,32.0,-192.0,608.0,-27.699291,193.616333,99.195984
215,18:17:04:104,0001745329 [app] INFO: ACCEL: ,-704.0,-480.0,64.0,-35.762897,184.597641,98.729774
216,18:17:04:196,0001745419 [app] INFO: ACCEL: ,192.0,192.0,0.0,-33.043388,184.696732,97.438202
217,18:17:04:283,0001745509 [app] INFO: ACCEL: ,224.0,192.0,544.0,-29.996828,184.793228,103.215889
218,18:17:04:373,0001745599 [app] INFO: ACCEL: ,320.0,-64.0,192.0,-25.876316,181.548508,104.359917
219,18:17:04:463,0001745689 [app] INFO: ACCEL: ,64.0,128.0,-384.0,-24.82328,180.855743,98.136314
220,18:17:04:689,0001745914 [app] INFO: ACCEL: ,32.0,480.0,-160.0,-22.417074,179.953445,93.660461
221,18:17:04:827,0001746004 [app] INFO: ACCEL: ,64.0,0.0,-352.0,-21.433254,177.680161,88.100075
222,18:17:04:914,0001746139 [app] INFO: ACCEL: ,-480.0,-160.0,-64.0,-26.603889,173.452606,86.209251
223,18:17:05:049,0001746229 [app] INFO: ACCEL: ,32.0,192.0,-256.0,-25.944536,173.683472,81.994705
224,18:17:05:186,0001746409 [app] INFO: ACCEL: ,-160.0,0.0,-96.0,-27.437746,171.547409,79.814606
225,18:17:05:274,0001746499 [app] INFO: ACCEL: ,-288.0,256.0,-128.0,-30.315722,172.57695,77.291222
226,18:17:05:411,0001746589 [app] INFO: ACCEL: ,-32.0,128.0,0.0,-30.334217,172.039169,76.360168
227,18:17:05:500,0001746724 [app] INFO: ACCEL: ,64.0,-128.0,-32.0,-29.309561,168.459457,75.06842
228,18:17:05:725,0001746859 [app] INFO: ACCEL: ,352.0,-64.0,32.0,-25.204639,165.702484,74.559967
229,18:17:05:816,0001747039 [app] INFO: ACCEL: ,-32.0,32.0,-64.0,-25.277561,164.128159,72.941887
230,18:17:05:903,0001747129 [app] INFO: ACCEL: ,-128.0,192.0,-192.0,-26.36832,164.453384,69.875275
