,time_seconds,time_seconds_delta,Timestamp,Data,AX,AY,AZ,fAX,fAY,fAZ,speed_change,filtered_speed_change,Amag,fAmag,fAmag_norm,Q3 threshold,Std threshold,HO threshold
42,65548.075,0.08699999999953434,18:12:28:075,0001469301 [app] INFO: ACCEL: ,32,-256,160,5.783157,166.425125,-117.460983,2.783999999985099,0.503134658997307,303.5786553761644,203.78383072137635,0.04599540805733433,Normal data,Normal data,Normal data
43,65548.165,0.08999999999650754,18:12:28:165,0001469391 [app] INFO: ACCEL: ,192,1440,288,8.325605,184.502899,-110.588226,17.279999999329448,0.7493044499709232,1481.0158675719852,215.26818429077557,0.05215466958094884,Normal data,Normal data,Normal data
44,65548.345,0.180000000007567,18:12:28:345,0001469481 [app] INFO: ACCEL: ,1056,352,-1952,22.488853,186.906021,-141.525482,190.08000000799075,4.0479935401701725,2247.0745425997775,235.51872802526847,0.06301539361756171,Normal data,Normal data,Normal data
45,65548.525,0.17999999999301508,18:12:28:525,0001469661 [app] INFO: ACCEL: ,992,1216,-2016,35.687885,201.509903,-173.618988,178.55999999307096,6.423819299750723,2554.7947079951455,268.3717927372152,0.08063507209491952,Normal data,Normal data,Normal data
46,65548.661,0.13599999999860302,18:12:28:661,0001469841 [app] INFO: ACCEL: ,768,384,256,45.711868,204.115189,-166.120773,104.44799999892712,6.216814047936142,896.0,267.1117677652422,0.07995929846240563,Normal data,Normal data,Normal data
47,65548.753,0.09200000000419095,18:12:28:753,0001469981 [app] INFO: ACCEL: ,512,-1568,1536,52.099251,179.082245,-136.676407,47.10400000214577,4.793131092218346,2253.8997315763627,231.2254801258518,0.060712848991221084,Normal data,Normal data,Normal data
48,65548.84,0.08699999999953434,18:12:28:840,0001470066 [app] INFO: ACCEL: ,288,480,-1440,55.31636,183.420227,-159.579941,25.05599999986589,4.812523319974241,1544.9737861853837,249.33639310366348,0.0704260512875173,Normal data,Normal data,Normal data
49,65548.933,0.09300000000803266,18:12:28:933,0001470156 [app] INFO: ACCEL: ,1216,-1472,-384,71.004959,159.755554,-163.55484,113.08800000976771,6.603461187570359,1947.5358790019761,239.40285487826623,0.06509851940552527,Normal data,Normal data,Normal data
50,65549.021,0.08799999998882413,18:12:29:021,0001470246 [app] INFO: ACCEL: ,704,-2144,960,79.640144,126.227554,-143.914673,61.95199999213219,7.008332671109953,2452.336029177078,207.33398426177166,0.04789941806296015,Normal data,Normal data,Normal data
51,65549.201,0.180000000007567,18:12:29:201,0001470336 [app] INFO: ACCEL: ,1376,1792,-1504,97.304672,151.207291,-167.796875,247.6800000104122,17.514840960736304,2714.158433105923,245.94234142243968,0.06860576146423782,Normal data,Normal data,Normal data
52,65549.495,0.29399999999441206,18:12:29:495,0001470516 [app] INFO: ACCEL: ,-2912,3104,736,55.81596,196.264053,-151.783936,-856.1279999837279,16.4098922396881,4319.288830351589,254.30958125552505,0.07309325987251553,Normal data,Normal data,Normal data
53,65549.564,0.06900000000314321,18:12:29:564,0001470786 [app] INFO: ACCEL: ,-2080,352,3008,25.047361,198.740753,-95.798622,-143.52000000653788,1.7282679090787292,3674.0125203923844,222.04196264033115,0.05578756647025048,Normal data,Normal data,Normal data
54,65549.811,0.2470000000030268,18:12:29:811,0001470876 [app] INFO: ACCEL: ,-352,1024,-320,19.467405,211.699158,-99.943993,-86.94400000106543,4.808449035058924,1129.1058409201505,234.9134204172402,0.0626907564634067,Normal data,Normal data,Normal data
55,65549.876,0.0650000000023283,18:12:29:876,0001471101 [app] INFO: ACCEL: ,1216,-416,-896,37.04641,201.837616,-114.459076,79.04000000283122,2.4080166500862554,1566.693333106387,234.97178512584298,0.06272205848679546,Normal data,Normal data,Normal data
56,65550.015,0.13899999999557622,18:12:30:015,0001471191 [app] INFO: ACCEL: ,-3072,480,2208,-9.03046,206.193298,-72.220161,-427.00799998641014,-1.2552339399600512,3813.5086206799115,218.66178679136948,0.05397471850072826,Normal data,Normal data,Normal data
57,65550.147,0.1319999999977881,18:12:30:147,0001471371 [app] INFO: ACCEL: ,-1376,-1984,3488,-30.215523,172.241409,-5.727772,-181.63199999695644,-3.988449035933167,4242.14285473745,174.96539136798683,0.030539570372842377,Normal data,Normal data,Normal data
58,65550.237,0.08999999999650754,18:12:30:237,0001471461 [app] INFO: ACCEL: ,1920,2272,-2528,0.348278,205.676208,-55.199436,172.79999999329448,0.03134501999878365,3903.7376961061304,212.95492849319697,0.05091402966663371,Normal data,Normal data,Normal data
59,65550.373,0.13600000001315493,18:12:30:373,0001471551 [app] INFO: ACCEL: ,-2528,-512,-32,-40.161907,193.962967,-54.731098,-343.80800003325567,-5.462019352528327,2579.5255377685253,205.49964581381968,0.046915629976370575,Normal data,Normal data,Normal data
60,65550.46,0.08699999999953434,18:12:30:460,0001471686 [app] INFO: ACCEL: ,-256,1920,32,-43.734879,222.072708,-53.014088,-22.27199999988079,-3.8049344729796344,1937.2557910611597,232.464020454929,0.06137710003053572,Normal data,Normal data,Normal data
61,65550.55,0.08999999999650754,18:12:30:550,0001471776 [app] INFO: ACCEL: ,-1344,3840,96,-64.998795,282.017273,-50.116409,-120.95999999530613,-5.849891549772995,4069.5395316915155,293.7179600788209,0.09422866901222633,Normal data,Normal data,Normal data
62,65550.779,0.22899999999208376,18:12:30:779,0001471956 [app] INFO: ACCEL: ,-4160,-2144,1280,-84.701813,227.272186,-35.34502,-952.6399999670684,-19.39671517632948,4851.8796357700385,245.10470026808127,0.06815651972838749,Normal data,Normal data,Normal data
63,65550.91,0.13100000000849832,18:12:30:910,0001472091 [app] INFO: ACCEL: ,576,-992,576,-72.596161,205.426208,-23.660191,75.45600000489503,-9.510097091616945,1283.5949516884211,219.15732742336877,0.05424048568819918,Normal data,Normal data,Normal data
64,65551.003,0.09299999999348074,18:12:31:003,0001472226 [app] INFO: ACCEL: ,-1408,-1504,1344,-96.935448,174.616638,2.29774,-130.94399999082088,-9.014996663368052,2459.8406452451345,199.731647353371,0.04382215059409414,Normal data,Normal data,Normal data
65,65551.095,0.09200000000419095,18:12:31:095,0001472316 [app] INFO: ACCEL: ,2464,512,-3648,-49.893093,180.790237,-67.517967,226.6880000103265,-4.5901645562091,4431.8555933152875,199.3316492467664,0.04360762454936377,Normal data,Normal data,Normal data
66,65551.227,0.1319999999977881,18:12:31:227,0001472406 [app] INFO: ACCEL: ,-4416,-1920,2496,-132.605652,142.789673,-15.966521,-582.9119999902323,-17.50394606370669,5423.787606461005,195.52002314503616,0.04156338219397798,Normal data,Normal data,Normal data
67,65551.315,0.08800000000337604,18:12:31:315,0001472541 [app] INFO: ACCEL: ,448,-480,-352,-120.887428,131.268051,-22.923422,39.42400000151247,-10.638093664408121,744.9885905166602,179.91818901374,0.033195843169512455,Normal data,Normal data,Normal data
68,65551.566,0.2510000000038417,18:12:31:566,0001472631 [app] INFO: ACCEL: ,576,832,-64,-106.943687,144.151749,-23.762066,144.57600000221282,-26.842865437410847,1013.950689136311,181.05610928521943,0.03380612989594514,Normal data,Normal data,Normal data
69,65551.789,0.22299999999813735,18:12:31:789,0001472901 [app] INFO: ACCEL: ,-160,864,-3168,-107.998665,157.326782,-86.722984,-35.67999999970198,-24.083702294798837,3287.600949020425,209.60988509639046,0.049120023851306926,Normal data,Normal data,Normal data
70,65551.857,0.06799999999930151,18:12:31:857,0001473081 [app] INFO: ACCEL: ,960,-928,3904,-87.154861,137.543884,-3.556726,65.27999999932945,-5.926530547939123,4126.015026632841,162.87093086727862,0.02405309773328706,Normal data,Normal data,Normal data
71,65551.992,0.1349999999947613,18:12:31:992,0001473171 [app] INFO: ACCEL: ,1120,928,-1984,-63.562241,151.995605,-47.142269,151.19999999413267,-8.580902534667016,2460.0487800041687,171.36281961594375,0.0286074475551033,Normal data,Normal data,Normal data
72,65552.091,0.09900000000197906,18:12:32:091,0001473306 [app] INFO: ACCEL: ,-2336,-1856,1280,-108.154449,115.383453,-17.456869,-231.26400000462309,-10.707290451214044,3246.5415444746736,159.10835408607548,0.022035161394243975,Normal data,Normal data,Normal data
73,65552.326,0.23500000000058208,18:12:32:326,0001473396 [app] INFO: ACCEL: ,192,-1568,-384,-102.12059,84.051598,-25.684376,45.12000000011176,-23.998338650059445,1625.7133818727089,134.7329699769551,0.008962212659308471,Normal data,Normal data,Normal data
74,65552.397,0.07099999999627471,18:12:32:397,0001473621 [app] INFO: ACCEL: ,-1664,1184,2112,-133.080658,104.814133,21.581589,-118.14399999380112,-9.448726717504236,2937.9067377981896,170.76952009658976,0.02828925055085283,Normal data,Normal data,Normal data
75,65552.578,0.1809999999968568,18:12:32:578,0001473711 [app] INFO: ACCEL: ,-2208,-768,-544,-174.645508,88.295204,8.835336,-399.6479999930598,-31.61083694745105,2400.2133238526944,195.89578779599265,0.04176491140871216,Normal data,Normal data,Normal data
76,65552.847,0.26900000000023283,18:12:32:847,0001473891 [app] INFO: ACCEL: ,-1728,-1248,1408,-206.391327,63.049068,40.013748,-464.83200000040233,-55.519266963048054,2554.59429264218,219.4849991810307,0.05441622183539688,Normal data,Normal data,Normal data
77,65553.208,0.3610000000044238,18:12:33:208,0001474161 [app] INFO: ACCEL: ,-1056,1568,-896,-223.924698,91.685951,19.052496,-381.2160000046715,-80.8368159789906,2092.0267684711876,242.7170813704623,0.06687599757097634,Normal data,Normal data,Normal data
78,65553.341,0.13300000000162981,18:12:33:341,0001474566 [app] INFO: ACCEL: ,1248,-960,2688,-193.66745,71.467957,78.582176,165.984000002034,-25.75777085031564,3115.1963020008866,220.88437801743999,0.05516673340507045,Normal data,Normal data,Normal data
79,65553.585,0.2440000000060536,18:12:33:585,0001474701 [app] INFO: ACCEL: ,-1952,-1280,-3968,-230.105133,45.451038,-14.310348,-476.2880000118166,-56.14565245339296,4603.664627229051,234.9871382610253,0.06273029264418394,Normal data,Normal data,Normal data
80,65554.039,0.4539999999979045,18:12:34:039,0001474881 [app] INFO: ACCEL: ,2880,2976,-4352,-164.789474,102.268158,-119.338127,1307.519999993965,-74.81442119565469,6007.568559741952,227.71898348134653,0.05883225294942624,Normal data,Normal data,Normal data
81,65554.725,0.6860000000015134,18:12:34:725,0001475331 [app] INFO: ACCEL: ,-992,288,-352,-182.839752,106.003494,-125.303284,-680.5120000015013,-125.42806987227671,1091.2891459187158,245.69906111504415,0.06847528594136754,Normal data,Normal data,Normal data
82,65554.96,0.23500000000058208,18:12:34:960,0001476006 [app] INFO: ACCEL: ,384,1312,128,-170.539154,129.866226,-118.942528,90.24000000022352,-40.076701190099264,1373.0200289871957,245.14519099821146,0.0681782356216371,Normal data,Normal data,Normal data
83,65557.659,2.698999999993248,18:12:37:659,0001476231 [app] INFO: ACCEL: ,-704,-672,-224,-181.995239,113.939949,-121.528748,-1900.0959999952465,-491.20515005977114,998.687138196943,246.7261955837629,0.06902615628635714,Normal data,Normal data,Normal data
84,65560.677,3.017999999996391,18:12:40:677,0001479021 [app] INFO: ACCEL: ,2016,1824,-4736,-135.30304,147.766403,-232.62204,6084.2879999927245,-408.34457471951174,5460.854145644251,307.0095047104594,0.10135715900030831,Normal data,Normal data,Normal data
85,65561.393,0.7160000000003492,18:12:41:393,0001482002 [app] INFO: ACCEL: ,160,3424,4512,-128.89621,213.445969,-111.050407,114.56000000005588,-92.28968636004501,5666.349795062073,272.95715328523397,0.08309428189063374,Normal data,Normal data,Normal data
86,65561.621,0.22800000000279397,18:12:41:621,0001482711 [app] INFO: ACCEL: ,2624,-4672,17312,-70.100372,111.271156,364.405396,598.2720000073314,-15.982884816195856,18122.315083895875,387.410150804069,0.14447744461025602,Abnormal data,Normal data,Normal data
87,65561.759,0.13800000000628643,18:12:41:759,0001482936 [app] INFO: ACCEL: ,288,3584,-4448,-62.208862,189.207504,193.603622,39.74400000181049,-8.584822956391072,5719.502076230063,277.76210060547123,0.0856712599481005,Normal data,Normal data,Normal data
88,65561.845,0.08599999999569263,18:12:41:845,0001483071 [app] INFO: ACCEL: ,-1888,-8640,-6496,-101.852371,-17.736475,-56.927864,-162.3679999918677,-8.759303905561286,10973.24746827483,118.0223272239188,0.0,Normal data,Normal data,Normal data
89,65561.982,0.13700000000244472,18:12:41:982,0001483161 [app] INFO: ACCEL: ,12448,4800,-14080,174.376907,111.558769,-628.115112,1705.376000030432,23.8896362594263,19396.883873447303,661.3480615821403,0.2913951812959773,Abnormal data,Abnormal data,Normal data
90,65562.072,0.08999999999650754,18:12:42:072,0001483296 [app] INFO: ACCEL: ,-32,-416,-12896,168.846573,96.479942,-1236.238281,-2.8799999998882413,15.196191569410312,12902.747614364935,1251.4402230358437,0.6078720228931179,Abnormal data,Abnormal data,Abnormal data
91,65562.207,0.1349999999947613,18:12:42:207,0001483386 [app] INFO: ACCEL: ,-2272,10912,14944,104.889503,400.103912,-295.463501,-306.7199999880977,14.160082904450517,18642.877031188076,508.31449778701744,0.20932057991689287,Abnormal data,Abnormal data,Normal data
92,65562.341,0.13400000000547152,18:12:42:341,0001483521 [app] INFO: ACCEL: ,16032,11136,-1056,530.890442,754.582275,-349.811035,2148.2880000877194,71.13931923090477,19548.67402152893,986.715172356695,0.465895305689846,Abnormal data,Abnormal data,Abnormal data
93,65562.519,0.17799999999988358,18:12:42:519,0001483656 [app] INFO: ACCEL: ,-576,-9664,-8192,493.183624,352.831085,-880.252319,-102.52799999993294,87.78668507194259,12682.016243484315,1068.9078569404046,0.5099766931723727,Abnormal data,Abnormal data,Abnormal data
94,65562.743,0.22400000000197906,18:12:42:743,0001483836 [app] INFO: ACCEL: ,4064,5888,-9952,613.334656,599.265259,-1538.58728,910.3360000080429,137.38696294521384,12256.71016219279,1761.405424390641,0.8813753615099594,Abnormal data,Abnormal data,Abnormal data
95,65563.465,0.7219999999942956,18:12:43:465,0001484646 [app] INFO: ACCEL: ,-7552,-13632,6464,363.065887,59.532742,-1948.152466,-5452.543999956921,262.13357041192893,16871.49738464254,1982.5889681058493,1.0,Abnormal data,Abnormal data,Abnormal data
96,65563.783,0.3179999999993015,18:12:43:783,0001484781 [app] INFO: ACCEL: ,-5760,-11968,8640,128.768127,-635.57782,-877.628113,-1831.6799999959767,40.94826438591006,15844.880056346277,1091.2247708584064,0.5219456480108257,Abnormal data,Abnormal data,Abnormal data
97,65563.931,0.14800000000104774,18:12:43:931,0001485096 [app] INFO: ACCEL: ,-6976,3008,-3488,-163.819962,-391.825653,-1162.535522,-1032.448000007309,-24.24535437617164,8359.353085018003,1237.6805574179348,0.6004924713575394,Abnormal data,Abnormal data,Abnormal data
98,65564.366,0.4349999999976717,18:12:44:366,0001485231 [app] INFO: ACCEL: ,-2080,-4064,3616,-249.8965,-637.742432,-670.287415,-904.7999999951571,-108.70497749941816,5823.91208724857,958.3573910566489,0.45068652705019757,Abnormal data,Abnormal data,Abnormal data
99,65564.725,0.3590000000112923,18:12:44:725,0001485771 [app] INFO: ACCEL: ,3744,6080,-3328,-71.91304,-187.217545,-939.81189,1344.0960000422783,-25.81678136081206,7877.78649114077,960.972571441683,0.4520890944498788,Abnormal data,Abnormal data,Abnormal data
100,65566.529,1.8039999999891734,18:12:46:529,0001486086 [app] INFO: ACCEL: ,608,1088,-1632,-40.695522,-97.063347,-1006.605652,1096.8319999934174,-73.41472168755939,2053.492634513209,1012.0930577175401,0.4795059135407091,Abnormal data,Abnormal data,Abnormal data
101,65568.373,1.8440000000118744,18:12:48:373,0001487841 [app] INFO: ACCEL: ,-576,672,-512,-64.499886,-45.075253,-962.529297,-1062.1440000068396,-118.9377897847659,1022.4988997549093,965.7404730621687,0.45464620424469443,Abnormal data,Abnormal data,Abnormal data
102,65569.949,1.5759999999863794,18:12:49:949,0001489686 [app] INFO: ACCEL: ,384,288,-352,-45.209118,-23.681728,-912.12085,605.1839999947697,-71.24956996738422,595.2344076076248,913.5475540967348,0.42665422057349295,Abnormal data,Abnormal data,Abnormal data
103,65570.052,0.10300000000279397,18:12:50:052,0001491261 [app] INFO: ACCEL: ,1248,-512,160,8.578755,-53.337978,-829.430786,128.54400000348687,0.8836117650239687,1358.399057714632,831.1882841444869,0.3824834904175076,Abnormal data,Abnormal data,Abnormal data
104,65570.124,0.07200000000011642,18:12:50:124,0001491351 [app] INFO: ACCEL: ,0,-96,1024,8.227694,-55.803036,-694.078247,0.0,0.5923939680009578,1028.4901555192446,696.3664888074153,0.31017618190891943,Abnormal data,Abnormal data,Normal data
105,65570.217,0.09300000000803266,18:12:50:217,0001491441 [app] INFO: ACCEL: ,96,512,1344,11.678894,-24.761873,-550.591064,8.928000000771135,1.0861371420938126,1441.4215205830667,551.2713185684372,0.23235908111044712,Abnormal data,Abnormal data,Normal data
106,65570.351,0.1339999999909196,18:12:50:351,0001491531 [app] INFO: ACCEL: ,2208,1824,-2400,94.911224,72.100159,-676.851196,295.8719999799505,12.718104015138168,3736.6080875574844,687.2656799925585,0.30529525750787356,Abnormal data,Abnormal data,Normal data
107,65570.486,0.13500000000931323,18:12:50:486,0001491666 [app] INFO: ACCEL: ,768,-288,992,120.525879,53.544018,-566.515015,103.68000000715256,16.270993666122486,1287.179863111601,581.6637444372454,0.24865907554477465,Abnormal data,Abnormal data,Normal data
