Time,X,Y,Z,X_f,Y_f,Z_f
3007618,0,-32,-32,-20.266253,11.729161,-41.070728
3007715,0,0,32,-20.206806,11.699904,-40.737682
3007813,-64,128,96,-20.33494,11.989341,-40.116379
3007910,32,-128,-64,-20.182129,11.641007,-40.224705
3008008,-32,64,-32,-20.216572,11.771331,-40.187553
3008105,0,32,-32,-20.15781,11.821609,-40.15073
�0003008,64,-64,224,-19.913805,11.633549,-38.96
3008300,-32,0,-96,-19.948805,11.604722,-39.223408
3008398,0,-64,-128,-19.89119,11.417801,-39.619953
3008544,0,-96,-128,-19.833883,11.152482,-40.013664
3008641,-64,32,-32,-19.960812,11.203958,-39.978062
3008739,-128,0,-32,-20.270685,11.17635,-39.942768
3008836,32,0,-64,-20.120871,11.148871,-40.04874
3008934,-64,-32,-32,-20.246405,11.043022,-40.013424
3009031,32,32,-32,-20.097229,11.094351,-39.978409
3009129,32,32,0,-19.948748,11.14545,-39.804459
3009226,64,32,-32,-19.709919,11.196321,-39.770622
3009324,0,-32,32,-19.653912,11.091164,-39.460743
3009421,-32,32,-32,-19.68891,11.141984,-39.428623
3009519,64,-32,0,-19.452291,11.037334,-39.259579
3009616,-32,0,160,-19.487728,11.010603,-38.408257
3009714,-64,-64,32,-19.613111,10.829333,-38.107533
3009811,-32,64,-128,-19.647936,10.957706,-38.490379
3009909,0,64,-64,-19.592838,11.085597,-38.598755
3010007,32,-64,-128,-19.448507,10.904802,-38.977158
3010104,-32,96,0,-19.483559,11.109513,-38.812584
3010201,0,96,64,-19.429287,11.313587,-38.379967
3010299,32,-64,96,-19.286375,11.132664,-37.815735
3010396,0,0,-32,-19.232876,11.105944,-37.791351
3010494,-64,32,32,-19.356762,11.155983,-37.499947
3010591,-64,-32,128,-19.480074,11.052833,-36.810837
3010689,32,-32,0,-19.338142,10.950086,-36.657696
3010786,0,32,64,-19.28492,11.000245,-36.240368
3010884,-32,0,-64,-19.319832,10.974084,-36.355213
3010981,-128,-32,0,-19.6175,10.872102,-36.205341
3011079,-32,-96,-96,-19.651396,10.618867,-36.451004
3011176,-64,-32,32,-19.772493,10.517905,-36.170593
3011274,32,64,64,-19.631384,10.644409,-35.76136
3011371,0,-96,0,-19.577969,10.392484,-35.615566
3011469,0,64,32,-19.524822,10.519091,-35.340832
3011566,32,-64,-64,-19.385275,10.343323,-35.456966
3011664,-64,0,0,-19.505903,10.318947,-35.313786
3011761,-64,32,-64,-19.625988,10.369932,-35.429241
3011859,-32,-32,-32,-19.659325,10.270486,-35.415485
3011956,64,0,0,-19.434494,10.246416,-35.273994
3012054,96,96,-32,-19.124584,10.446958,-35.260956
3012151,-32,-32,0,-19.159138,10.347754,-35.121094
3012249,-32,32,0,-19.193516,10.398283,-34.982239
3012255,-64,0,-64,-19.313183,10.374063,-35.096592
3012444,-64,32,64,-19.432318,10.424328,-34.707378
3012541,-32,0,32,-19.465763,10.400145,-34.445889
3012639,0,-32,0,-19.414083,10.301989,-34.311211
3012736,-64,-96,64,-19.532187,10.05626,-33.928062
3012834,-32,0,0,-19.565155,10.033018,-33.796089
3012931,-64,64,-64,-19.682371,10.157482,-33.9132
3013029,32,64,96,-19.546274,10.281507,-33.411129
3013126,32,-32,0,-19.410753,10.184232,-33.282169
3013224,0,-64,-64,-19.359802,10.013808,-33.400356
3013321,-64,0,0,-19.476717,9.990822,-33.272263
3013419,64,-64,-96,-19.258465,9.821336,-33.51207
3013516,32,0,0,-19.124575,9.798857,-33.384281
3013614,-96,0,0,-19.32506,9.776476,-33.257381
3013760,-96,-32,96,-19.524807,9.681257,-32.767578
3013858,32,64,-96,-19.390722,9.804884,-33.006897
3013955,0,32,-64,-19.34034,9.855339,-33.123905
3014053,64,64,0,-19.124279,9.978198,-32.999249
3014150,0,32,32,-19.074745,10.028109,-32.75539
3014248,-32,-32,-128,-19.108149,9.93303,-33.111847
3014345,-32,-32,64,-19.14139,9.838302,-32.749069
3014443,32,-32,32,-19.009832,9.743921,-32.507622
3014540,0,32,-64,-18.961006,9.794056,-32.624771
3018496,-32,0,-128,-18.994423,9.772033,-32.978466
3018545,-96,-32,64,-3.072146,0.305121,1.008023
3018691,-32,-32,32,-3.114052,0.268404,1.072766
3018789,32,0,0,-3.063229,0.268099,1.070529
3018935,32,-32,0,-3.012517,0.231484,1.0683
3019033,-32,0,96,-3.05441,0.231221,1.265511
3019130,0,-64,-32,-3.049999,0.158454,1.196418
3019277,-64,-32,32,-3.137888,0.122016,1.260307
3019374,-64,-32,32,-3.22563,0.085638,1.323971
3019520,-64,64,160,-3.313225,0.157986,1.652122
3019618,0,32,-32,-3.308451,0.194035,1.582452
3019715,32,96,64,-3.257641,0.302445,1.711496
3019813,32,-64,0,-3.206942,0.229626,1.70796
3019910,-32,0,64,-3.248315,0.229366,1.836378
3020008,0,0,64,-3.243652,0.229106,1.964427
3020154,32,-32,-32,-3.193122,0.192685,1.894522
3020252,32,-128,-128,-3.142703,0.04789,1.627544
3020349,-64,-32,-32,-3.229827,0.01164,1.55839
3020447,64,0,0,-3.1336,0.011626,1.55519
3020544,-768,-320,-320,-4.228265,-0.349762,0.896174
3020642,736,-960,-192,-3.154217,-1.439191,0.499117
3020739,352,0,416,-2.632039,-1.437528,1.355913
3020837,768,512,96,-1.492629,-0.844823,1.55229
3020934,448,-128,128,-0.818805,-0.992944,1.814607
3021032,0,-32,256,-0.817568,-1.029113,2.342155
3021129,512,0,160,-0.044231,-1.027913,2.670344
3021275,288,288,128,0.393932,-0.691337,2.931514
3021373,-160,288,160,0.148915,-0.353605,3.25896
3021519,-64,-224,-448,0.050758,-0.616444,2.31722
3021617,-32,0,192,0.001728,-0.615717,2.715806
3021714,-96,384,32,-0.145002,-0.162742,2.777445
3021812,-160,2144,1504,-0.38942,2.378921,5.932515
3021909,-3712,2240,5920,-6.0739,5.141698,18.707447
3,-480,-2112,-224,-6.852336,2.414211,18.122578
3022202,-96,-32,-192,-6.671624,2.664673,16.798016
3022299,-224,-320,64,-7.032256,2.230917,16.912729
3022305,64,160,0,-6.914071,2.444085,16.871687
3022543,-64,-480,320,-7.009028,1.791064,17.605749
3022640,1184,544,-1728,-5.028916,2.531051,13.363259
3022738,-960,-992,832,-6.65166,1.160923,15.417154
3022835,-1056,736,-1344,-8.465692,2.191971,11.959458
3022933,1152,96,160,-6.421076,2.325337,12.345231
3023079,-320,-32,32,-6.985374,2.276515,12.396466
3023177,160,288,-128,-6.683539,2.682609,12.031295
3023323,0,-160,128,-6.67144,2.450402,12.33299
3023420,-160,-192,128,-6.948547,2.172345,12.633814
3023518,96,-64,0,-6.762258,2.077489,12.600965
3023615,-256,64,128,-7.213374,2.166243,12.900302
3023713,128,-192,96,-6.967866,1.887998,13.115793
3023810,64,-64,0,-6.838896,1.793348,13.081814
3023908,352,192,-128,-6.187038,2.066551,12.717155
3024054,1152,-96,-192,-4.071873,1.925361,12.187896
3024152,1184,1056,-960,-1.85601,3.443739,9.67072
3024249,-2112,-96,544,-5.877458,3.297687,11.077385
3024347,64,992,608,-5.738943,4.750536,12.66141
3024444,-128,-128,480,-5.981154,4.551907,13.91301
3024542,480,-320,192,-5.017936,4.065731,14.393112
3024639,96,160,64,-4.816175,4.300481,14.526961
3024737,672,-64,-512,-3.464362,4.197494,13.108713
3024834,-64,-64,32,-3.586659,4.094676,13.159995
3024932,0,-96,-32,-3.579419,3.943791,13.037691
3025029,-160,-160,128,-3.89456,3.696536,13.348475
3025127,64,0,128,-3.757622,3.690952,13.658293
3025224,-64,288,-96,-3.879046,4.119876,13.362091
3025370,192,128,64,-3.484553,4.307547,13.4988
3025468,32,-320,64,-3.412954,3.815771,13.634911
3025565,-192,-64,800,-3.792981,3.712427,15.750751
3025663,64,-640,736,-3.656131,2.731642,17.713812
3025760,0,-224,256,-3.648756,2.382276,18.370806
3025858,-288,64,544,-4.221267,2.477504,19.822937
3025955,-480,-32,704,-5.182698,2.424237,21.727634
3026053,-288,64,-128,-5.758465,2.519289,21.30629
3026150,0,-192,64,-5.7467,2.219111,21.426455
3026248,352,96,64,-5.017172,2.36417,21.546045
3026345,-128,-32,128,-5.269239,2.310999,21.844496
3026687,32,192,-256,-5.629159,2.794449,23.077511
3026784,352,-352,224,-4.896701,2.244318,23.646936
3026882,-256,160,64,-5.413597,2.49028,23.761433
3027028,32,-256,96,-5.336354,2.086619,23.965984
3027125,-288,224,544,-5.919164,2.434407,25.436483
3027223,384,-128,0,-5.112337,2.229402,25.364016
3027418,768,-32,32,-3.50348,2.175548,25.382877
3027515,-5664,2816,3744,-15.439963,6.598672,35.923798
3027613,-6496,-6688,-6848,-30.617216,-4.498538,15.022789
3027710,-96,-1856,-14624,-30.78973,-7.972054,-35.369637
3027808,-3328,-3712,-4576,-39.477943,-15.164339,-55.486752
3027905,1920,992,-4032,-33.989609,-13.068176,-74.612053
3028003,416,448,-3072,-32.683632,-12.091322,-90.094322
3028100,768,544,-1792,-30.345791,-10.904817,-99.361351
3028198,736,-768,-1120,-28.079103,-12.534644,-105.075806
3028344,544,-800,-256,-26.366224,-14.251766,-105.933167
3028490,0,-160,672,-26.286617,-14.573873,-101.525703
3028588,-544,96,-160,-27.845835,-14.329332,-101.860222
3028685,-160,0,-288,-28.24675,-14.297643,-102.920273
3028783,-96,-128,256,-28.452211,-14.548617,-100.880302
3028880,-256,-288,352,-29.14109,-15.152243,-98.302582
3028978,-288,-256,736,-29.92594,-15.685621,-93.538216
3029075,-96,160,512,-30.126699,-15.295544,-90.042824
3029173,-160,-224,384,-30.520628,-15.759528,-87.289421
3029270,224,160,128,-29.748962,-15.368029,-86.034447
3029368,-96,352,96,-29.950233,-14.548682,-84.97496
3029465,160,128,512,-29.374149,-14.229136,-81.508018
3029563,160,-384,-416,-28.799379,-15.058537,-83.462296
3029660,352,0,-544,-27.642763,-15.024588,-86.155159
3029758,-128,0,-352,-27.948967,-14.990781,-87.714729
3029856,224,64,-384,-27.181042,-14.813389,-89.451874
3029953,32,-32,-384,-27.000307,-14.851959,-91.178879
3030050,-128,160,-96,-27.308178,-14.460295,-91.207146
3030148,800,288,-544,-24.788946,-13.781946,-93.846733
3030245,-64,-864,-224,-24.909948,-15.696006,-94.607864
3030343,32,96,-544,-24.734732,-15.440858,-97.227379
3030440,32,-192,-96,-24.560392,-15.844151,-97.2202
3030538,160,-320,-32,-23.99436,-16.539757,-96.841064
3030635,-352,96,96,-25.000942,-16.281406,-95.725082
3030800,-896,-224,-6816,-27.683111,-16.758228,-134.540268
3031025,-1088,-288,-224,-41.068439,-13.326247,-136.735001
3031123,192,32,-96,-40.283325,-13.218225,-136.471497
3031220,1888,288,-768,-33.779446,-12.501418,-140.533722
3031318,704,-448,-32,-31.204052,-13.541525,-139.831345
3031415,384,-288,320,-29.738489,-14.201138,-136.868317
3031513,-2368,6688,-2752,-38.030972,1.955795,-153.764587
3031610,-928,1248,-768,-41.322567,5.35298,-157.912506
3031708,448,64,320,-39.487476,5.516402,-154.667709
3031805,-544,128,-96,-41.390839,5.857156,-154.268311
3031903,96,256,32,-40.869263,6.552828,-153.007355
3032000,256,64,0,-39.743454,6.712946,-151.974716
3032098,32,-288,0,-39.470806,5.89286,-150.95282
3032195,-448,-320,-384,-41.019669,4.983212,-152.514084
3032293,-96,256,32,-41.229019,5.686454,-151.280502
3032390,0,-64,-32,-41.072453,5.490793,-150.485428
3032396,64,-96,0,-40.674629,5.206237,-149.486649
3032585,32,64,64,-40.399933,5.370953,-148.07486
3032683,0,32,-32,-40.247585,5.445435,-147.309067
3032780,32,-64,0,-39.975941,5.251633,-146.341339
3032878,-32,128,224,-39.946022,5.593708,-143.917252
3032975,0,64,-64,-39.796715,5.75642,-143.393723
3033122,64,192,32,-39.409885,6.274429,-142.250412
3033268,-128,0,96,-39.739498,6.256961,-140.702042
3033365,32,32,-32,-39.473099,6.328438,-139.996841
3033463,-64,-32,32,-39.563969,6.222257,-138.885803
3033560,-32,0,128,-39.536034,6.205054,-137.167038
3033658,0,-32,64,-39.390537,6.099705,-135.872971
3033755,-128,-32,-32,-39.715687,5.994855,-135.20639
3033853,-32,-32,-32,-39.687428,5.890501,-134.546951
3033950,-32,-64,0,-39.65937,5.698927,-133.690964
3033953,-32,0,0,-39.631512,5.683327,-132.843552
