,"Timestamp,Mode,Data",Timestamp,mode,Data,AX,AY,AZ,fAX,fAY,fAZ
34,"18:18:01:613,RX,0001802839 [app] INFO: ACCEL: ,-64.000000,32.000000,0.000000,2.064758,-0.133674,2.531014",18:18:01:613,RX,0001802839 [app] INFO: ACCEL: ,-64.000000,32.000000,0.000000,2.064758,-0.133674,2.531014
35,"18:18:01:703,RX,0001802929 [app] INFO: ACCEL: ,0.000000,0.000000,64.000000,2.061429,-0.133487,2.657063",18:18:01:703,RX,0001802929 [app] INFO: ACCEL: ,0.000000,0.000000,64.000000,2.061429,-0.133487,2.657063
36,"18:18:01:793,RX,0001803019 [app] INFO: ACCEL: ,-32.000000,-64.000000,-32.000000,2.006584,-0.222522,2.586053",18:18:01:793,RX,0001803019 [app] INFO: ACCEL: ,-32.000000,-64.000000,-32.000000,2.006584,-0.222522,2.586053
37,"18:18:01:883,RX,0001803109 [app] INFO: ACCEL: ,-32.000000,32.000000,-32.000000,1.951878,-0.177607,2.515285",18:18:01:883,RX,0001803109 [app] INFO: ACCEL: ,-32.000000,32.000000,-32.000000,1.951878,-0.177607,2.515285
38,"18:18:01:974,RX,0001803199 [app] INFO: ACCEL: ,-32.000000,-64.000000,-32.000000,1.897311,-0.266504,2.444757",18:18:01:974,RX,0001803199 [app] INFO: ACCEL: ,-32.000000,-64.000000,-32.000000,1.897311,-0.266504,2.444757
39,"18:18:02:064,RX,0001803289 [app] INFO: ACCEL: ,-96.000000,-96.000000,64.000000,1.740117,-0.399833,2.570368",18:18:02:064,RX,0001803289 [app] INFO: ACCEL: ,-96.000000,-96.000000,64.000000,1.740117,-0.399833,2.570368
40,"18:18:02:162,RX,0001803379 [app] INFO: ACCEL: ,32.000000,32.000000,-64.000000,1.788723,-0.354686,2.434633",18:18:02:162,RX,0001803379 [app] INFO: ACCEL: ,32.000000,32.000000,-64.000000,1.788723,-0.354686,2.434633
41,"18:18:02:246,RX,0001803469 [app] INFO: ACCEL: ,-64.000000,0.000000,-64.000000,1.683155,-0.354192,2.299271",18:18:02:246,RX,0001803469 [app] INFO: ACCEL: ,-64.000000,0.000000,-64.000000,1.683155,-0.354192,2.299271
42,"18:18:02:336,RX,0001803559 [app] INFO: ACCEL: ,128.000000,64.000000,32.000000,1.885790,-0.264709,2.359744",18:18:02:336,RX,0001803559 [app] INFO: ACCEL: ,128.000000,64.000000,32.000000,1.885790,-0.264709,2.359744
43,"18:18:02:424,RX,0001803649 [app] INFO: ACCEL: ,32.000000,-32.000000,-32.000000,1.934143,-0.308832,2.289886",18:18:02:424,RX,0001803649 [app] INFO: ACCEL: ,32.000000,-32.000000,-32.000000,1.934143,-0.308832,2.289886
44,"18:18:02:514,RX,0001803739 [app] INFO: ACCEL: ,32.000000,-96.000000,-64.000000,1.982370,-0.441773,2.155290",18:18:02:514,RX,0001803739 [app] INFO: ACCEL: ,32.000000,-96.000000,-64.000000,1.982370,-0.441773,2.155290
45,"18:18:02:604,RX,0001803829 [app] INFO: ACCEL: ,-64.000000,0.000000,-64.000000,1.876638,-0.441159,2.021063",18:18:02:604,RX,0001803829 [app] INFO: ACCEL: ,-64.000000,0.000000,-64.000000,1.876638,-0.441159,2.021063
47,"18:18:02:694,RX,0001803919 [app] INFO: ACCEL: ,0.000000,0.000000,0.000000,1.873631,-0.440546,2.016965",18:18:02:694,RX,0001803919 [app] INFO: ACCEL: ,0.000000,0.000000,0.000000,1.873631,-0.440546,2.016965
48,"18:18:02:784,RX,0001804010 [app] INFO: ACCEL: ,-128.000000,-64.000000,0.000000,1.665901,-0.528651,2.012884",18:18:02:784,RX,0001804010 [app] INFO: ACCEL: ,-128.000000,-64.000000,0.000000,1.665901,-0.528651,2.012884
49,"18:18:02:874,RX,0001804099 [app] INFO: ACCEL: ,-32.000000,-64.000000,96.000000,1.612000,-0.616622,2.202692",18:18:02:874,RX,0001804099 [app] INFO: ACCEL: ,-32.000000,-64.000000,96.000000,1.612000,-0.616622,2.202692
50,"18:18:02:966,RX,0001804189 [app] INFO: ACCEL: ,-96.000000,64.000000,-64.000000,1.455862,-0.527074,2.069014",18:18:02:966,RX,0001804189 [app] INFO: ACCEL: ,-96.000000,64.000000,-64.000000,1.455862,-0.527074,2.069014
51,"18:18:03:054,RX,0001804279 [app] INFO: ACCEL: ,-96.000000,-32.000000,0.000000,1.299919,-0.570686,2.064839",18:18:03:054,RX,0001804279 [app] INFO: ACCEL: ,-96.000000,-32.000000,0.000000,1.299919,-0.570686,2.064839
52,"18:18:03:145,RX,0001804369 [app] INFO: ACCEL: ,0.000000,0.000000,32.000000,1.297838,-0.569896,2.125124",18:18:03:145,RX,0001804369 [app] INFO: ACCEL: ,0.000000,0.000000,32.000000,1.297838,-0.569896,2.125124
53,"18:18:03:233,RX,0001804459 [app] INFO: ACCEL: ,-64.000000,96.000000,64.000000,1.193480,-0.436363,2.249553",18:18:03:233,RX,0001804459 [app] INFO: ACCEL: ,-64.000000,96.000000,64.000000,1.193480,-0.436363,2.249553
54,"18:18:03:324,RX,0001804549 [app] INFO: ACCEL: ,64.000000,64.000000,-32.000000,1.293827,-0.347214,2.180731",18:18:03:324,RX,0001804549 [app] INFO: ACCEL: ,64.000000,64.000000,-32.000000,1.293827,-0.347214,2.180731
55,"18:18:03:413,RX,0001804639 [app] INFO: ACCEL: ,32.000000,32.000000,32.000000,1.342869,-0.302465,2.240572",18:18:03:413,RX,0001804639 [app] INFO: ACCEL: ,32.000000,32.000000,32.000000,1.342869,-0.302465,2.240572
56,"18:18:03:504,RX,0001804729 [app] INFO: ACCEL: ,0.000000,96.000000,-32.000000,1.340727,-0.169339,2.171956",18:18:03:504,RX,0001804729 [app] INFO: ACCEL: ,0.000000,96.000000,-32.000000,1.340727,-0.169339,2.171956
57,"18:18:03:594,RX,0001804819 [app] INFO: ACCEL: ,288.000000,160.000000,-32.000000,1.797401,0.052193,2.103567",18:18:03:594,RX,0001804819 [app] INFO: ACCEL: ,288.000000,160.000000,-32.000000,1.797401,0.052193,2.103567
58,"18:18:03:684,RX,0001804909 [app] INFO: ACCEL: ,96.000000,-160.000000,0.000000,1.948093,-0.169579,2.099363",18:18:03:684,RX,0001804909 [app] INFO: ACCEL: ,96.000000,-160.000000,0.000000,1.948093,-0.169579,2.099363
59,"18:18:03:775,RX,0001804999 [app] INFO: ACCEL: ,96.000000,-128.000000,64.000000,2.098586,-0.347024,2.222840",18:18:03:775,RX,0001804999 [app] INFO: ACCEL: ,96.000000,-128.000000,64.000000,2.098586,-0.347024,2.222840
60,"18:18:03:864,RX,0001805089 [app] INFO: ACCEL: ,4832.000000,-2784.000000,-1504.000000,9.829102,-4.215586,-0.779451",18:18:03:864,RX,0001805089 [app] INFO: ACCEL: ,4832.000000,-2784.000000,-1504.000000,9.829102,-4.215586,-0.779451
61,"18:18:03:955,RX,0001805179 [app] INFO: ACCEL: ,-480.000000,-768.000000,-32.000000,8.970878,-5.334504,-0.843425",18:18:03:955,RX,0001805179 [app] INFO: ACCEL: ,-480.000000,-768.000000,-32.000000,8.970878,-5.334504,-0.843425
62,"18:18:04:045,RX,0001805269 [app] INFO: ACCEL: ,-160.000000,224.000000,-96.000000,8.672453,-4.993911,-1.038133",18:18:04:045,RX,0001805269 [app] INFO: ACCEL: ,-160.000000,224.000000,-96.000000,8.672453,-4.993911,-1.038133
63,"18:18:04:133,RX,0001805359 [app] INFO: ACCEL: ,64.000000,64.000000,-256.000000,8.770326,-4.891129,-1.559754",18:18:04:133,RX,0001805359 [app] INFO: ACCEL: ,64.000000,64.000000,-256.000000,8.770326,-4.891129,-1.559754
64,"18:18:04:225,RX,0001805449 [app] INFO: ACCEL: ,-768.000000,-288.000000,96.000000,7.397160,-5.312836,-1.359552",18:18:04:225,RX,0001805449 [app] INFO: ACCEL: ,-768.000000,-288.000000,96.000000,7.397160,-5.312836,-1.359552
65,"18:18:04:313,RX,0001805539 [app] INFO: ACCEL: ,256.000000,-96.000000,128.000000,7.842665,-5.448482,-1.094122",18:18:04:313,RX,0001805539 [app] INFO: ACCEL: ,256.000000,-96.000000,128.000000,7.842665,-5.448482,-1.094122
66,"18:18:04:404,RX,0001805629 [app] INFO: ACCEL: ,0.000000,-160.000000,160.000000,7.828566,-5.679725,-0.763402",18:18:04:404,RX,0001805629 [app] INFO: ACCEL: ,0.000000,-160.000000,160.000000,7.828566,-5.679725,-0.763402
67,"18:18:04:495,RX,0001805719 [app] INFO: ACCEL: ,96.000000,128.000000,-160.000000,7.986813,-5.479393,-1.090688",18:18:04:495,RX,0001805719 [app] INFO: ACCEL: ,96.000000,128.000000,-160.000000,7.986813,-5.479393,-1.090688
68,"18:18:04:583,RX,0001805809 [app] INFO: ACCEL: ,192.000000,32.000000,-256.000000,8.317061,-5.423161,-1.615202",18:18:04:583,RX,0001805809 [app] INFO: ACCEL: ,192.000000,32.000000,-256.000000,8.317061,-5.423161,-1.615202
69,"18:18:04:675,RX,0001805899 [app] INFO: ACCEL: ,-448.000000,-480.000000,256.000000,7.496573,-6.134657,-1.083517",18:18:04:675,RX,0001805899 [app] INFO: ACCEL: ,-448.000000,-480.000000,256.000000,7.496573,-6.134657,-1.083517
70,"18:18:04:764,RX,0001805989 [app] INFO: ACCEL: ,-256.000000,-288.000000,160.000000,7.019331,-6.560602,-0.750041",18:18:04:764,RX,0001805989 [app] INFO: ACCEL: ,-256.000000,-288.000000,160.000000,7.019331,-6.560602,-0.750041
73,"18:18:04:944,RX,0001806169 [app] INFO: ACCEL: ,-32.000000,192.000000,-32.000000,7.225853,-6.394737,-1.144253",18:18:04:944,RX,0001806169 [app] INFO: ACCEL: ,-32.000000,192.000000,-32.000000,7.225853,-6.394737,-1.144253
74,"18:18:05:034,RX,0001806259 [app] INFO: ACCEL: ,256.000000,-128.000000,-32.000000,7.678072,-6.579760,-1.208181",18:18:05:034,RX,0001806259 [app] INFO: ACCEL: ,256.000000,-128.000000,-32.000000,7.678072,-6.579760,-1.208181
75,"18:18:05:124,RX,0001806349 [app] INFO: ACCEL: ,-352.000000,32.000000,32.000000,7.022198,-6.521008,-1.139479",18:18:05:124,RX,0001806349 [app] INFO: ACCEL: ,-352.000000,32.000000,32.000000,7.022198,-6.521008,-1.139479
76,"18:18:05:213,RX,0001806439 [app] INFO: ACCEL: ,288.000000,32.000000,0.000000,7.537302,-6.462389,-1.137125",18:18:05:213,RX,0001806439 [app] INFO: ACCEL: ,288.000000,32.000000,0.000000,7.537302,-6.462389,-1.137125
77,"18:18:05:303,RX,0001806529 [app] INFO: ACCEL: ,-96.000000,-160.000000,192.000000,7.346776,-6.695857,-0.738930",18:18:05:303,RX,0001806529 [app] INFO: ACCEL: ,-96.000000,-160.000000,192.000000,7.346776,-6.695857,-0.738930
78,"18:18:05:408,RX,0001806619 [app] INFO: ACCEL: ,0.000000,32.000000,64.000000,7.333254,-6.636925,-0.605218",18:18:05:408,RX,0001806619 [app] INFO: ACCEL: ,0.000000,32.000000,64.000000,7.333254,-6.636925,-0.605218
79,"18:18:05:483,RX,0001806709 [app] INFO: ACCEL: ,-224.000000,480.000000,-256.000000,6.908187,-5.896364,-1.132305",18:18:05:483,RX,0001806709 [app] INFO: ACCEL: ,-224.000000,480.000000,-256.000000,6.908187,-5.896364,-1.132305
80,"18:18:05:574,RX,0001806799 [app] INFO: ACCEL: ,-128.000000,1888.000000,544.000000,6.659609,-2.990656,-0.003848",18:18:05:574,RX,0001806799 [app] INFO: ACCEL: ,-128.000000,1888.000000,544.000000,6.659609,-2.990656,-0.003848
81,"18:18:05:663,RX,0001806889 [app] INFO: ACCEL: ,-256.000000,-736.000000,928.000000,6.175231,-4.156017,1.934064",18:18:05:663,RX,0001806889 [app] INFO: ACCEL: ,-256.000000,-736.000000,928.000000,6.175231,-4.156017,1.934064
82,"18:18:05:753,RX,0001806981 [app] INFO: ACCEL: ,160.000000,288.000000,-480.000000,6.459866,-3.685488,0.911158",18:18:05:753,RX,0001806981 [app] INFO: ACCEL: ,160.000000,288.000000,-480.000000,6.459866,-3.685488,0.911158
83,"18:18:05:846,RX,0001807069 [app] INFO: ACCEL: ,352.000000,-1568.000000,-352.000000,7.100029,-6.215502,0.156500",18:18:05:846,RX,0001807069 [app] INFO: ACCEL: ,352.000000,-1568.000000,-352.000000,7.100029,-6.215502,0.156500
84,"18:18:05:934,RX,0001807159 [app] INFO: ACCEL: ,-256.000000,96.000000,-320.000000,6.610144,-6.045297,-0.531466",18:18:05:934,RX,0001807159 [app] INFO: ACCEL: ,-256.000000,96.000000,-320.000000,6.610144,-6.045297,-0.531466
85,"18:18:06:024,RX,0001807249 [app] INFO: ACCEL: ,-256.000000,288.000000,-160.000000,6.119516,-5.555483,-0.875590",18:18:06:024,RX,0001807249 [app] INFO: ACCEL: ,-256.000000,288.000000,-160.000000,6.119516,-5.555483,-0.875590
86,"18:18:06:116,RX,0001807339 [app] INFO: ACCEL: ,-32.000000,128.000000,512.000000,6.048059,-5.332075,0.232295",18:18:06:116,RX,0001807339 [app] INFO: ACCEL: ,-32.000000,128.000000,512.000000,6.048059,-5.332075,0.232295
87,"18:18:06:207,RX,0001807429 [app] INFO: ACCEL: ,256.000000,384.000000,-96.000000,6.516089,-4.680165,0.022745",18:18:06:207,RX,0001807429 [app] INFO: ACCEL: ,256.000000,384.000000,-96.000000,6.516089,-4.680165,0.022745
88,"18:18:06:292,RX,0001807519 [app] INFO: ACCEL: ,96.000000,-128.000000,-128.000000,6.684168,-4.887913,-0.255960",18:18:06:292,RX,0001807519 [app] INFO: ACCEL: ,96.000000,-128.000000,-128.000000,6.684168,-4.887913,-0.255960
89,"18:18:06:383,RX,0001807609 [app] INFO: ACCEL: ,-256.000000,-288.000000,-224.000000,6.190812,-5.365222,-0.743232",18:18:06:383,RX,0001807609 [app] INFO: ACCEL: ,-256.000000,-288.000000,-224.000000,6.190812,-5.365222,-0.743232
90,"18:18:06:473,RX,0001807699 [app] INFO: ACCEL: ,-480.000000,-64.000000,-416.000000,5.274612,-5.464468,-1.649647",18:18:06:473,RX,0001807699 [app] INFO: ACCEL: ,-480.000000,-64.000000,-416.000000,5.274612,-5.464468,-1.649647
91,"18:18:06:567,RX,0001807789 [app] INFO: ACCEL: ,-512.000000,32.000000,288.000000,4.292227,-5.401088,-1.013554",18:18:06:567,RX,0001807789 [app] INFO: ACCEL: ,-512.000000,32.000000,288.000000,4.292227,-5.401088,-1.013554
92,"18:18:06:656,RX,0001807879 [app] INFO: ACCEL: ,480.000000,640.000000,288.000000,5.203269,-4.310273,-0.376588",18:18:06:656,RX,0001807879 [app] INFO: ACCEL: ,480.000000,640.000000,288.000000,5.203269,-4.310273,-0.376588
93,"18:18:06:745,RX,0001807978 [app] INFO: ACCEL: ,512.000000,-928.000000,288.000000,6.181192,-5.888883,0.261234",18:18:06:745,RX,0001807978 [app] INFO: ACCEL: ,512.000000,-928.000000,288.000000,6.181192,-5.888883,0.261234
94,"18:18:06:834,RX,0001808059 [app] INFO: ACCEL: ,-32.000000,128.000000,-256.000000,6.106915,-5.656241,-0.307560",18:18:06:834,RX,0001808059 [app] INFO: ACCEL: ,-32.000000,128.000000,-256.000000,6.106915,-5.656241,-0.307560
95,"18:18:06:925,RX,0001808149 [app] INFO: ACCEL: ,-192.000000,640.000000,-64.000000,5.721976,-4.533319,-0.449339",18:18:06:925,RX,0001808149 [app] INFO: ACCEL: ,-192.000000,640.000000,-64.000000,5.721976,-4.533319,-0.449339
96,"18:18:07:016,RX,0001808239 [app] INFO: ACCEL: ,320.000000,448.000000,-1248.000000,6.333872,-3.737513,-3.223735",18:18:07:016,RX,0001808239 [app] INFO: ACCEL: ,320.000000,448.000000,-1248.000000,6.333872,-3.737513,-3.223735
97,"18:18:07:103,RX,0001808329 [app] INFO: ACCEL: ,-192.000000,-448.000000,-960.000000,5.946051,-4.524448,-5.399615",18:18:07:103,RX,0001808329 [app] INFO: ACCEL: ,-192.000000,-448.000000,-960.000000,5.946051,-4.524448,-5.399615
98,"18:18:07:195,RX,0001808419 [app] INFO: ACCEL: ,128.000000,-800.000000,32.000000,6.185192,-5.943482,-5.313135",18:18:07:195,RX,0001808419 [app] INFO: ACCEL: ,128.000000,-800.000000,32.000000,6.185192,-5.943482,-5.313135
99,"18:18:07:284,RX,0001808509 [app] INFO: ACCEL: ,-1408.000000,256.000000,-896.000000,3.413053,-5.469631,-7.369485",18:18:07:284,RX,0001808509 [app] INFO: ACCEL: ,-1408.000000,256.000000,-896.000000,3.413053,-5.469631,-7.369485
100,"18:18:07:376,RX,0001808599 [app] INFO: ACCEL: ,0.000000,-32.000000,-128.000000,3.406187,-5.517787,-7.652284",18:18:07:376,RX,0001808599 [app] INFO: ACCEL: ,0.000000,-32.000000,-128.000000,3.406187,-5.517787,-7.652284
101,"18:18:07:466,RX,0001808689 [app] INFO: ACCEL: ,-352.000000,64.000000,96.000000,2.692630,-5.391764,-7.409273",18:18:07:466,RX,0001808689 [app] INFO: ACCEL: ,-352.000000,64.000000,96.000000,2.692630,-5.391764,-7.409273
102,"18:18:07:557,RX,0001808779 [app] INFO: ACCEL: ,-928.000000,224.000000,-96.000000,0.814572,-4.976092,-7.616915",18:18:07:557,RX,0001808779 [app] INFO: ACCEL: ,-928.000000,224.000000,-96.000000,0.814572,-4.976092,-7.616915
103,"18:18:07:647,RX,0001808869 [app] INFO: ACCEL: ,-704.000000,-96.000000,1088.000000,-0.631186,-5.141489,-5.050438",18:18:07:647,RX,0001808869 [app] INFO: ACCEL: ,-704.000000,-96.000000,1088.000000,-0.631186,-5.141489,-5.050438
104,"18:18:07:735,RX,0001808959 [app] INFO: ACCEL: ,608.000000,-128.000000,672.000000,0.632245,-5.364731,-3.433568",18:18:07:735,RX,0001808959 [app] INFO: ACCEL: ,608.000000,-128.000000,672.000000,0.632245,-5.364731,-3.433568
105,"18:18:07:828,RX,0001809049 [app] INFO: ACCEL: ,-1344.000000,256.000000,-896.000000,-2.187071,-4.889512,-5.588760",18:18:07:828,RX,0001809049 [app] INFO: ACCEL: ,-1344.000000,256.000000,-896.000000,-2.187071,-4.889512,-5.588760
106,"18:18:07:914,RX,0001809139 [app] INFO: ACCEL: ,-192.000000,-7104.000000,-14208.000000,-2.594881,-17.841055,-40.408520",18:18:07:914,RX,0001809139 [app] INFO: ACCEL: ,-192.000000,-7104.000000,-14208.000000,-2.594881,-17.841055,-40.408520
107,"18:18:08:007,RX,0001809229 [app] INFO: ACCEL: ,1600.000000,1344.000000,-4864.000000,0.853895,-15.009666,-55.545891",18:18:08:007,RX,0001809229 [app] INFO: ACCEL: ,1600.000000,1344.000000,-4864.000000,0.853895,-15.009666,-55.545891
108,"18:18:08:140,RX,0001809319 [app] INFO: ACCEL: ,1824.000000,1024.000000,2624.000000,4.894076,-12.795365,-46.357346",18:18:08:140,RX,0001809319 [app] INFO: ACCEL: ,1824.000000,1024.000000,2624.000000,4.894076,-12.795365,-46.357346
