,"Timestamp,Mode,Data",Timestamp,mode,Data,AX,AY,AZ,fAX,fAY,fAZ
23,"18:16:34:677,RX,0001715855 [app] INFO: ACCEL: ,32.000000,-480.000000,-448.000000,36.097408,-0.171375,-22.502550",18:16:34:677,RX,0001715855 [app] INFO: ACCEL: ,32.000000,-480.000000,-448.000000,36.097408,-0.171375,-22.502550
24,"18:16:34:769,RX,0001715990 [app] INFO: ACCEL: ,-256.000000,-224.000000,576.000000,32.901451,-1.934164,-17.094608",18:16:34:769,RX,0001715990 [app] INFO: ACCEL: ,-256.000000,-224.000000,576.000000,32.901451,-1.934164,-17.094608
25,"18:16:34:854,RX,0001716080 [app] INFO: ACCEL: ,640.000000,-640.000000,672.000000,39.510040,-6.942207,-10.850659",18:16:34:854,RX,0001716080 [app] INFO: ACCEL: ,640.000000,-640.000000,672.000000,39.510040,-6.942207,-10.850659
26,"18:16:34:947,RX,0001716170 [app] INFO: ACCEL: ,672.000000,1632.000000,-384.000000,46.402687,5.982918,-14.247198",18:16:34:947,RX,0001716170 [app] INFO: ACCEL: ,672.000000,1632.000000,-384.000000,46.402687,5.982918,-14.247198
28,"18:16:35:125,RX,0001716350 [app] INFO: ACCEL: ,256.000000,-1216.000000,-2944.000000,35.439465,-5.435409,-40.799149",18:16:35:125,RX,0001716350 [app] INFO: ACCEL: ,256.000000,-1216.000000,-2944.000000,35.439465,-5.435409,-40.799149
29,"18:16:35:214,RX,0001716440 [app] INFO: ACCEL: ,512.000000,-96.000000,1344.000000,40.675537,-6.175747,-27.718292",18:16:35:214,RX,0001716440 [app] INFO: ACCEL: ,512.000000,-96.000000,1344.000000,40.675537,-6.175747,-27.718292
30,"18:16:35:353,RX,0001716530 [app] INFO: ACCEL: ,128.000000,1920.000000,1248.000000,41.633511,9.470532,-15.453135",18:16:35:353,RX,0001716530 [app] INFO: ACCEL: ,128.000000,1920.000000,1248.000000,41.633511,9.470532,-15.453135
31,"18:16:35:439,RX,0001716665 [app] INFO: ACCEL: ,608.000000,800.000000,2336.000000,47.789894,16.083574,7.504937",18:16:35:439,RX,0001716665 [app] INFO: ACCEL: ,608.000000,800.000000,2336.000000,47.789894,16.083574,7.504937
32,"18:16:35:532,RX,0001716755 [app] INFO: ACCEL: ,672.000000,448.000000,-3296.000000,54.577278,19.722898,-25.923473",18:16:35:532,RX,0001716755 [app] INFO: ACCEL: ,672.000000,448.000000,-3296.000000,54.577278,19.722898,-25.923473
33,"18:16:35:619,RX,0001716845 [app] INFO: ACCEL: ,-512.000000,-608.000000,-416.000000,48.407581,14.432978,-30.086569",18:16:35:619,RX,0001716845 [app] INFO: ACCEL: ,-512.000000,-608.000000,-416.000000,48.407581,14.432978,-30.086569
34,"18:16:35:712,RX,0001716935 [app] INFO: ACCEL: ,-1056.000000,-32.000000,480.000000,36.377434,14.040119,-24.658575",18:16:35:712,RX,0001716935 [app] INFO: ACCEL: ,-1056.000000,-32.000000,480.000000,36.377434,14.040119,-24.658575
35,"18:16:35:800,RX,0001717025 [app] INFO: ACCEL: ,-864.000000,480.000000,800.000000,26.463497,17.953020,-15.887880",18:16:35:800,RX,0001717025 [app] INFO: ACCEL: ,-864.000000,480.000000,800.000000,26.463497,17.953020,-15.887880
36,"18:16:35:938,RX,0001717115 [app] INFO: ACCEL: ,960.000000,1920.000000,-3520.000000,36.811649,33.938828,-53.365532",18:16:35:938,RX,0001717115 [app] INFO: ACCEL: ,960.000000,1920.000000,-3520.000000,36.811649,33.938828,-53.365532
37,"18:16:36:070,RX,0001717250 [app] INFO: ACCEL: ,-1728.000000,-992.000000,320.000000,17.106163,25.065697,-49.140759",18:16:36:070,RX,0001717250 [app] INFO: ACCEL: ,-1728.000000,-992.000000,320.000000,17.106163,25.065697,-49.140759
38,"18:16:36:206,RX,0001717385 [app] INFO: ACCEL: ,128.000000,-224.000000,992.000000,18.373434,22.886614,-37.405659",18:16:36:206,RX,0001717385 [app] INFO: ACCEL: ,128.000000,-224.000000,992.000000,18.373434,22.886614,-37.405659
39,"18:16:36:298,RX,0001717520 [app] INFO: ACCEL: ,800.000000,928.000000,64.000000,27.224133,30.775562,-36.252148",18:16:36:298,RX,0001717520 [app] INFO: ACCEL: ,800.000000,928.000000,64.000000,27.224133,30.775562,-36.252148
40,"18:16:36:384,RX,0001717610 [app] INFO: ACCEL: ,704.000000,-64.000000,-768.000000,34.918869,29.941944,-44.498814",18:16:36:384,RX,0001717610 [app] INFO: ACCEL: ,704.000000,-64.000000,-768.000000,34.918869,29.941944,-44.498814
41,"18:16:36:474,RX,0001717700 [app] INFO: ACCEL: ,-480.000000,320.000000,-64.000000,29.052755,32.475716,-44.719284",18:16:36:474,RX,0001717700 [app] INFO: ACCEL: ,-480.000000,320.000000,-64.000000,29.052755,32.475716,-44.719284
42,"18:16:36:567,RX,0001717790 [app] INFO: ACCEL: ,128.000000,-192.000000,-128.000000,30.178642,30.520634,-45.650646",18:16:36:567,RX,0001717790 [app] INFO: ACCEL: ,128.000000,-192.000000,-128.000000,30.178642,30.520634,-45.650646
43,"18:16:36:747,RX,0001717880 [app] INFO: ACCEL: ,-544.000000,96.000000,128.000000,23.706120,31.088522,-43.726955",18:16:36:747,RX,0001717880 [app] INFO: ACCEL: ,-544.000000,96.000000,128.000000,23.706120,31.088522,-43.726955
44,"18:16:36:835,RX,0001718060 [app] INFO: ACCEL: ,96.000000,576.000000,1152.000000,24.521130,35.779865,-30.580904",18:16:36:835,RX,0001718060 [app] INFO: ACCEL: ,96.000000,576.000000,1152.000000,24.521130,35.779865,-30.580904
45,"18:16:36:928,RX,0001718150 [app] INFO: ACCEL: ,1184.000000,1184.000000,896.000000,37.465359,45.686829,-20.266388",18:16:36:928,RX,0001718150 [app] INFO: ACCEL: ,1184.000000,1184.000000,896.000000,37.465359,45.686829,-20.266388
46,"18:16:37:017,RX,0001718240 [app] INFO: ACCEL: ,-1056.000000,-672.000000,2816.000000,25.116076,39.407772,11.530937",18:16:37:017,RX,0001718240 [app] INFO: ACCEL: ,-1056.000000,-672.000000,2816.000000,25.116076,39.407772,11.530937
47,"18:16:37:153,RX,0001718330 [app] INFO: ACCEL: ,768.000000,1120.000000,-2368.000000,33.591660,48.913242,-16.329136",18:16:37:153,RX,0001718330 [app] INFO: ACCEL: ,768.000000,1120.000000,-2368.000000,33.591660,48.913242,-16.329136
48,"18:16:37:241,RX,0001718465 [app] INFO: ACCEL: ,-160.000000,-1280.000000,288.000000,31.375807,37.077137,-12.641639",18:16:37:241,RX,0001718465 [app] INFO: ACCEL: ,-160.000000,-1280.000000,288.000000,31.375807,37.077137,-12.641639
49,"18:16:37:378,RX,0001718555 [app] INFO: ACCEL: ,960.000000,1248.000000,-224.000000,41.924793,48.048683,-15.187183",18:16:37:378,RX,0001718555 [app] INFO: ACCEL: ,960.000000,1248.000000,-224.000000,41.924793,48.048683,-15.187183
50,"18:16:37:464,RX,0001718690 [app] INFO: ACCEL: ,480.000000,-704.000000,192.000000,46.935688,41.133904,-12.711273",18:16:37:464,RX,0001718690 [app] INFO: ACCEL: ,480.000000,-704.000000,192.000000,46.935688,41.133904,-12.711273
51,"18:16:37:711,RX,0001718780 [app] INFO: ACCEL: ,2208.000000,-576.000000,-1664.000000,71.587006,35.427521,-32.291176",18:16:37:711,RX,0001718780 [app] INFO: ACCEL: ,2208.000000,-576.000000,-1664.000000,71.587006,35.427521,-32.291176
52,"18:16:37:870,RX,0001719005 [app] INFO: ACCEL: ,-928.000000,-352.000000,480.000000,59.831757,31.834555,-26.092081",18:16:37:870,RX,0001719005 [app] INFO: ACCEL: ,-928.000000,-352.000000,480.000000,59.831757,31.834555,-26.092081
53,"18:16:38:094,RX,0001719184 [app] INFO: ACCEL: ,-320.000000,-352.000000,192.000000,55.329597,28.280542,-23.458168",18:16:38:094,RX,0001719184 [app] INFO: ACCEL: ,-320.000000,-352.000000,192.000000,55.329597,28.280542,-23.458168
56,"18:16:38:187,RX,0001719410 [app] INFO: ACCEL: ,992.000000,-128.000000,832.000000,66.384293,26.835875,-13.206034",18:16:38:187,RX,0001719410 [app] INFO: ACCEL: ,992.000000,-128.000000,832.000000,66.384293,26.835875,-13.206034
57,"18:16:38:283,RX,0001719500 [app] INFO: ACCEL: ,-2880.000000,-992.000000,2176.000000,31.380144,17.475058,13.157762",18:16:38:283,RX,0001719500 [app] INFO: ACCEL: ,-2880.000000,-992.000000,2176.000000,31.380144,17.475058,13.157762
58,"18:16:38:369,RX,0001719590 [app] INFO: ACCEL: ,-864.000000,192.000000,512.000000,20.255800,19.096027,19.350321",18:16:38:369,RX,0001719590 [app] INFO: ACCEL: ,-864.000000,192.000000,512.000000,20.255800,19.096027,19.350321
59,"18:16:38:464,RX,0001719680 [app] INFO: ACCEL: ,-1184.000000,224.000000,-1760.000000,5.216206,20.988163,-2.682426",18:16:38:464,RX,0001719680 [app] INFO: ACCEL: ,-1184.000000,224.000000,-1760.000000,5.216206,20.988163,-2.682426
60,"18:16:38:546,RX,0001719770 [app] INFO: ACCEL: ,448.000000,128.000000,-608.000000,10.807674,21.971272,-10.346213",18:16:38:546,RX,0001719770 [app] INFO: ACCEL: ,448.000000,128.000000,-608.000000,10.807674,21.971272,-10.346213
61,"18:16:38:642,RX,0001719859 [app] INFO: ACCEL: ,-992.000000,-1024.000000,544.000000,-1.807202,12.429306,-3.332667",18:16:38:642,RX,0001719859 [app] INFO: ACCEL: ,-992.000000,-1024.000000,544.000000,-1.807202,12.429306,-3.332667
62,"18:16:38:725,RX,0001719949 [app] INFO: ACCEL: ,-1088.000000,-160.000000,-768.000000,-15.568487,10.838217,-12.990891",18:16:38:725,RX,0001719949 [app] INFO: ACCEL: ,-1088.000000,-160.000000,-768.000000,-15.568487,10.838217,-12.990891
63,"18:16:38:863,RX,0001720040 [app] INFO: ACCEL: ,384.000000,-512.000000,-992.000000,-10.462365,6.041511,-25.386536",18:16:38:863,RX,0001720040 [app] INFO: ACCEL: ,384.000000,-512.000000,-992.000000,-10.462365,6.041511,-25.386536
64,"18:16:38:952,RX,0001720174 [app] INFO: ACCEL: ,-1088.000000,-384.000000,-64.000000,-24.165840,2.458922,-25.878656",18:16:38:952,RX,0001720174 [app] INFO: ACCEL: ,-1088.000000,-384.000000,-64.000000,-24.165840,2.458922,-25.878656
65,"18:16:39:050,RX,0001720265 [app] INFO: ACCEL: ,2048.000000,-2048.000000,-1536.000000,2.409383,-16.347673,-44.897148",18:16:39:050,RX,0001720265 [app] INFO: ACCEL: ,2048.000000,-2048.000000,-1536.000000,2.409383,-16.347673,-44.897148
68,"18:16:40:053,RX,0001720444 [app] INFO: ACCEL: ,-864.000000,864.000000,2624.000000,-23.285101,-8.832840,0.525643",18:16:40:053,RX,0001720444 [app] INFO: ACCEL: ,-864.000000,864.000000,2624.000000,-23.285101,-8.832840,0.525643
69,"18:16:41:131,RX,0001721344 [app] INFO: ACCEL: ,-2848.000000,3488.000000,1024.000000,-60.952705,24.243483,14.207317",18:16:41:131,RX,0001721344 [app] INFO: ACCEL: ,-2848.000000,3488.000000,1024.000000,-60.952705,24.243483,14.207317
70,"18:16:41:355,RX,0001722515 [app] INFO: ACCEL: ,-1248.000000,-1472.000000,1248.000000,-77.443924,9.252521,30.811600",18:16:41:355,RX,0001722515 [app] INFO: ACCEL: ,-1248.000000,-1472.000000,1248.000000,-77.443924,9.252521,30.811600
71,"18:16:41:427,RX,0001722649 [app] INFO: ACCEL: ,224.000000,-992.000000,-1248.000000,-73.216766,-0.973765,13.416658",18:16:41:427,RX,0001722649 [app] INFO: ACCEL: ,224.000000,-992.000000,-1248.000000,-73.216766,-0.973765,13.416658
72,"18:16:41:559,RX,0001722740 [app] INFO: ACCEL: ,1664.000000,416.000000,-1248.000000,-49.049809,3.325485,-3.938405",18:16:41:559,RX,0001722740 [app] INFO: ACCEL: ,1664.000000,416.000000,-1248.000000,-49.049809,3.325485,-3.938405
73,"18:16:41:700,RX,0001722874 [app] INFO: ACCEL: ,96.000000,1856.000000,-704.000000,-46.991497,22.388786,-13.675768",18:16:41:700,RX,0001722874 [app] INFO: ACCEL: ,96.000000,1856.000000,-704.000000,-46.991497,22.388786,-13.675768
74,"18:16:41:831,RX,0001723010 [app] INFO: ACCEL: ,-1152.000000,2272.000000,-864.000000,-62.496815,46.140659,-25.501980",18:16:41:831,RX,0001723010 [app] INFO: ACCEL: ,-1152.000000,2272.000000,-864.000000,-62.496815,46.140659,-25.501980
75,"18:16:42:122,RX,0001723145 [app] INFO: ACCEL: ,672.000000,-224.000000,-1344.000000,-52.111633,43.192657,-43.891251",18:16:42:122,RX,0001723145 [app] INFO: ACCEL: ,672.000000,-224.000000,-1344.000000,-52.111633,43.192657,-43.891251
76,"18:16:42:191,RX,0001723415 [app] INFO: ACCEL: ,-1472.000000,-736.000000,832.000000,-72.194481,34.736290,-31.529888",18:16:42:191,RX,0001723415 [app] INFO: ACCEL: ,-1472.000000,-736.000000,832.000000,-72.194481,34.736290,-31.529888
78,"18:16:42:368,RX,0001723505 [app] INFO: ACCEL: ,-1312.000000,-960.000000,544.000000,-89.969666,23.891973,-23.382210",18:16:42:368,RX,0001723505 [app] INFO: ACCEL: ,-1312.000000,-960.000000,544.000000,-89.969666,23.891973,-23.382210
79,"18:16:42:711,RX,0001723729 [app] INFO: ACCEL: ,-1248.000000,-448.000000,960.000000,-106.737747,18.702896,-9.499191",18:16:42:711,RX,0001723729 [app] INFO: ACCEL: ,-1248.000000,-448.000000,960.000000,-106.737747,18.702896,-9.499191
80,"18:16:42:822,RX,0001723999 [app] INFO: ACCEL: ,-448.000000,-640.000000,928.000000,-111.719803,11.471494,3.804861",18:16:42:822,RX,0001723999 [app] INFO: ACCEL: ,-448.000000,-640.000000,928.000000,-111.719803,11.471494,3.804861
81,"18:16:43:112,RX,0001724134 [app] INFO: ACCEL: ,1472.000000,-864.000000,-1216.000000,-88.778618,1.840855,-13.578643",18:16:43:112,RX,0001724134 [app] INFO: ACCEL: ,1472.000000,-864.000000,-1216.000000,-88.778618,1.840855,-13.578643
82,"18:16:43:179,RX,0001724404 [app] INFO: ACCEL: ,1344.000000,544.000000,-256.000000,-67.681801,7.842139,-17.066763",18:16:43:179,RX,0001724404 [app] INFO: ACCEL: ,1344.000000,544.000000,-256.000000,-67.681801,7.842139,-17.066763
83,"18:16:43:611,RX,0001724494 [app] INFO: ACCEL: ,-736.000000,960.000000,-1600.000000,-77.653343,18.378185,-39.627300",18:16:43:611,RX,0001724494 [app] INFO: ACCEL: ,-736.000000,960.000000,-1600.000000,-77.653343,18.378185,-39.627300
84,"18:16:44:063,RX,0001724899 [app] INFO: ACCEL: ,1056.000000,480.000000,672.000000,-60.768047,23.525467,-29.315458",18:16:44:063,RX,0001724899 [app] INFO: ACCEL: ,1056.000000,480.000000,672.000000,-60.768047,23.525467,-29.315458
85,"18:16:44:169,RX,0001725349 [app] INFO: ACCEL: ,-1408.000000,512.000000,256.000000,-80.981575,28.961283,-25.182983",18:16:44:169,RX,0001725349 [app] INFO: ACCEL: ,-1408.000000,512.000000,256.000000,-80.981575,28.961283,-25.182983
86,"18:16:44:511,RX,0001725484 [app] INFO: ACCEL: ,1120.000000,-32.000000,-1696.000000,-62.757626,28.283880,-49.171558",18:16:44:511,RX,0001725484 [app] INFO: ACCEL: ,1120.000000,-32.000000,-1696.000000,-62.757626,28.283880,-49.171558
87,"18:16:44:959,RX,0001725799 [app] INFO: ACCEL: ,-1216.000000,800.000000,2592.000000,-80.403313,36.775173,-10.556993",18:16:44:959,RX,0001725799 [app] INFO: ACCEL: ,-1216.000000,800.000000,2592.000000,-80.403313,36.775173,-10.556993
88,"18:16:45:070,RX,0001726249 [app] INFO: ACCEL: ,224.000000,608.000000,5536.000000,-75.711670,43.086922,73.524338",18:16:45:070,RX,0001726249 [app] INFO: ACCEL: ,224.000000,608.000000,5536.000000,-75.711670,43.086922,73.524338
89,"18:16:45:177,RX,0001726384 [app] INFO: ACCEL: ,-992.000000,1120.000000,896.000000,-89.703064,54.989201,87.146103",18:16:45:177,RX,0001726384 [app] INFO: ACCEL: ,-992.000000,1120.000000,896.000000,-89.703064,54.989201,87.146103
90,"18:16:45:248,RX,0001726474 [app] INFO: ACCEL: ,-928.000000,-3872.000000,-2560.000000,-102.538551,11.147443,43.320919",18:16:45:248,RX,0001726474 [app] INFO: ACCEL: ,-928.000000,-3872.000000,-2560.000000,-102.538551,11.147443,43.320919
91,"18:16:45:384,RX,0001726564 [app] INFO: ACCEL: ,-2272.000000,-4032.000000,-608.000000,-135.795181,-36.957073,32.161533",18:16:45:384,RX,0001726564 [app] INFO: ACCEL: ,-2272.000000,-4032.000000,-608.000000,-135.795181,-36.957073,32.161533
92,"18:16:45:611,RX,0001726699 [app] INFO: ACCEL: ,2368.000000,0.000000,-1472.000000,-96.378494,-36.487843,6.499725",18:16:45:611,RX,0001726699 [app] INFO: ACCEL: ,2368.000000,0.000000,-1472.000000,-96.378494,-36.487843,6.499725
93,"18:16:45:991,RX,0001726924 [app] INFO: ACCEL: ,-512.000000,1280.000000,-2720.000000,-103.137444,-19.970434,-40.587673",18:16:45:991,RX,0001726924 [app] INFO: ACCEL: ,-512.000000,1280.000000,-2720.000000,-103.137444,-19.970434,-40.587673
94,"18:16:46:804,RX,0001727284 [app] INFO: ACCEL: ,1696.000000,2112.000000,2368.000000,-74.112114,7.133759,2.492989",18:16:46:804,RX,0001727284 [app] INFO: ACCEL: ,1696.000000,2112.000000,2368.000000,-74.112114,7.133759,2.492989
95,"18:16:47:340,RX,0001728094 [app] INFO: ACCEL: ,-4672.000000,384.000000,8512.000000,-149.695297,12.063883,159.092361",18:16:47:340,RX,0001728094 [app] INFO: ACCEL: ,-4672.000000,384.000000,8512.000000,-149.695297,12.063883,159.092361
96,"18:16:47:455,RX,0001728634 [app] INFO: ACCEL: ,6336.000000,1024.000000,5536.000000,-35.327797,25.228188,272.442352",18:16:47:455,RX,0001728634 [app] INFO: ACCEL: ,6336.000000,1024.000000,5536.000000,-35.327797,25.228188,272.442352
97,"18:16:47:543,RX,0001728769 [app] INFO: ACCEL: ,-1152.000000,3168.000000,-192.000000,-57.138702,66.393677,261.846008",18:16:47:543,RX,0001728769 [app] INFO: ACCEL: ,-1152.000000,3168.000000,-192.000000,-57.138702,66.393677,261.846008
98,"18:16:47:680,RX,0001728859 [app] INFO: ACCEL: ,-3488.000000,960.000000,-8064.000000,-124.305862,78.663445,74.441101",18:16:47:680,RX,0001728859 [app] INFO: ACCEL: ,-3488.000000,960.000000,-8064.000000,-124.305862,78.663445,74.441101
99,"18:16:47:904,RX,0001729039 [app] INFO: ACCEL: ,9536.000000,1952.000000,11808.000000,73.652985,104.484352,374.645630",18:16:47:904,RX,0001729039 [app] INFO: ACCEL: ,9536.000000,1952.000000,11808.000000,73.652985,104.484352,374.645630
100,"18:16:48:043,RX,0001729264 [app] INFO: ACCEL: ,1536.000000,-2720.000000,-2240.000000,108.555656,64.664215,294.580231",18:16:48:043,RX,0001729264 [app] INFO: ACCEL: ,1536.000000,-2720.000000,-2240.000000,108.555656,64.664215,294.580231
101,"18:16:48:220,RX,0001729444 [app] INFO: ACCEL: ,-3008.000000,2048.000000,8128.000000,33.831173,93.771660,539.118286",18:16:48:220,RX,0001729444 [app] INFO: ACCEL: ,-3008.000000,2048.000000,8128.000000,33.831173,93.771660,539.118286
102,"18:16:48:312,RX,0001729534 [app] INFO: ACCEL: ,-2912.000000,960.000000,4544.000000,-39.338703,106.790070,678.687195",18:16:48:312,RX,0001729534 [app] INFO: ACCEL: ,-2912.000000,960.000000,4544.000000,-39.338703,106.790070,678.687195
103,"18:16:48:539,RX,0001729624 [app] INFO: ACCEL: ,1792.000000,4800.000000,2912.000000,7.594458,177.464981,759.701965",18:16:48:539,RX,0001729624 [app] INFO: ACCEL: ,1792.000000,4800.000000,2912.000000,7.594458,177.464981,759.701965
104,"18:16:48:633,RX,0001729849 [app] INFO: ACCEL: ,-32.000000,-160.000000,3456.000000,6.569796,171.996185,858.149841",18:16:48:633,RX,0001729849 [app] INFO: ACCEL: ,-32.000000,-160.000000,3456.000000,6.569796,171.996185,858.149841
105,"18:16:48:855,RX,0001729939 [app] INFO: ACCEL: ,1792.000000,-4800.000000,-384.000000,51.644032,92.180756,812.121643",18:16:48:855,RX,0001729939 [app] INFO: ACCEL: ,1792.000000,-4800.000000,-384.000000,51.644032,92.180756,812.121643
106,"18:16:48:942,RX,0001730164 [app] INFO: ACCEL: ,-2368.000000,-5696.000000,-3584.000000,-10.010491,-8.204866,651.283203",18:16:48:942,RX,0001730164 [app] INFO: ACCEL: ,-2368.000000,-5696.000000,-3584.000000,-10.010491,-8.204866,651.283203
107,"18:16:49:038,RX,0001730254 [app] INFO: ACCEL: ,1952.000000,7328.000000,3456.000000,41.038757,131.062500,758.646545",18:16:49:038,RX,0001730254 [app] INFO: ACCEL: ,1952.000000,7328.000000,3456.000000,41.038757,131.062500,758.646545
110,"18:16:49:257,RX,0001730479 [app] INFO: ACCEL: ,1280.000000,-1088.000000,-2080.000000,97.792648,119.249580,414.089020",18:16:49:257,RX,0001730479 [app] INFO: ACCEL: ,1280.000000,-1088.000000,-2080.000000,97.792648,119.249580,414.089020
111,"18:16:49:348,RX,0001730569 [app] INFO: ACCEL: ,5440.000000,-2464.000000,-7680.000000,237.034592,64.494591,73.495308",18:16:49:348,RX,0001730569 [app] INFO: ACCEL: ,5440.000000,-2464.000000,-7680.000000,237.034592,64.494591,73.495308
112,"18:16:49:440,RX,0001730659 [app] INFO: ACCEL: ,320.000000,-2784.000000,-5280.000000,239.360977,2.382588,-176.043213",18:16:49:440,RX,0001730659 [app] INFO: ACCEL: ,320.000000,-2784.000000,-5280.000000,239.360977,2.382588,-176.043213
